Zip,Tested,Positive_Cases
60002,3131,179
60004,15586,520
60005,7926,344
60007,6751,482
60008,7064,481
60010,8701,378
60012,1720,133
60013,3885,243
60014,8104,545
60015,6544,298
60016,14433,1362
60018,8384,817
60020,2032,83
60021,749,46
60022,1946,58
60025,9622,578
60026,5457,226
60029,172,18
60030,7270,347
60031,8966,547
60033,2772,349
60034,316,10
60035,9393,365
60040,1565,187
60041,1686,84
60042,1358,89
60043,585,24
60044,3217,138
60045,4957,167
60046,6356,392
60047,11256,676
60048,5888,276
60050,5769,358
60051,3958,203
60053,6499,410
60056,11444,861
60060,7004,634
60061,5229,279
60062,12840,465
60064,3957,758
60067,11130,437
60068,8783,459
60069,4368,127
60070,4173,335
60071,623,28
60073,14342,1589
60074,7360,645
60076,9700,702
60077,6929,535
60079,181,15
60081,1348,85
60083,2189,163
60084,3381,237
60085,20442,3084
60087,7441,950
60088,1355,511
60089,8477,446
60090,9942,1020
60091,6114,245
60093,4795,233
60096,1147,92
60097,1708,90
60098,7511,567
60099,7390,812
60101,8407,1048
60102,5216,374
60103,8309,510
60104,5270,598
60106,6386,643
60107,9169,868
60108,7922,475
60109,409,15
60110,7248,1025
60112,767,55
60115,8228,480
60118,2854,140
60119,1818,86
60120,11338,1695
60123,11969,1200
60124,4442,283
60126,11993,624
60130,7072,235
60131,4167,486
60133,9166,1008
60134,5759,334
60135,1241,89
60136,1348,111
60137,8877,417
60139,7799,852
60140,3071,203
60141,1335,26
60142,5016,232
60143,2637,252
60145,311,17
60146,427,24
60148,11293,656
60150,275,12
60151,614,28
60152,1947,115
60153,5930,684
60154,4567,282
60155,1878,228
60156,4513,317
60157,455,25
60160,6325,962
60162,3146,213
60163,1324,151
60164,8409,726
60165,1079,219
60168,42,7
60169,6734,558
60171,2403,186
60172,5089,352
60173,2066,160
60174,7376,420
60175,5036,326
60176,2248,270
60177,5080,489
60178,3579,165
60180,221,7
60181,6094,457
60184,415,23
60185,8251,987
60187,8681,266
60188,9392,726
60189,6702,275
60190,2989,121
60191,2907,289
60192,2549,119
60193,8617,426
60194,5623,257
60195,706,33
60201,11467,427
60202,9282,538
60203,1225,46
60301,822,45
60302,9724,353
60304,4615,139
60305,2958,115
60401,1857,75
60402,16827,1968
60403,4316,335
60404,3834,221
60406,6848,747
60408,1136,44
60409,10603,946
60410,2161,128
60411,14751,1371
60415,3511,335
60416,1319,70
60417,4042,255
60418,1558,172
60419,7053,587
60420,808,24
60421,539,24
60422,2752,162
60423,5662,346
60424,290,13
60425,3117,231
60426,7337,657
60428,3227,310
60429,4708,372
60430,5429,373
60431,5756,384
60432,4549,660
60433,4288,457
60434,1858,240
60435,12470,1019
60436,4355,398
60438,7331,642
60439,5039,251
60440,14602,1197
60441,5361,414
60442,1582,92
60443,6115,557
60444,213,9
60445,4804,302
60446,9527,780
60447,2243,110
60448,3841,252
60449,1983,128
60450,3418,182
60451,5148,317
60452,5238,376
60453,14107,1269
60455,5041,531
60456,866,69
60457,3125,226
60458,3084,277
60459,6284,687
60461,1421,103
60462,8938,633
60463,3468,325
60464,1969,108
60465,3285,454
60466,6677,641
60467,4713,348
60468,1117,67
60469,1342,152
60471,3780,319
60472,1343,103
60473,7977,661
60475,1959,138
60476,688,42
60477,7304,483
60478,5716,488
60480,1257,68
60481,2581,103
60482,1788,162
60484,1662,176
60487,4543,349
60490,4798,243
60491,3699,297
60501,2617,388
60502,4425,249
60503,2865,134
60504,8057,554
60505,16974,2407
60506,15743,1495
60507,85,8
60510,6522,276
60511,308,6
60512,220,10
60513,5317,278
60514,2105,121
60515,5579,235
60516,5790,269
60517,6728,400
60518,424,21
60520,486,20
60521,4402,280
60523,2752,154
60525,10232,535
60526,5225,166
60527,8291,481
60531,280,11
60532,5989,235
60534,2698,277
60538,6045,478
60540,8900,275
60541,416,20
60542,4564,286
60543,7842,460
60544,6542,357
60545,2816,236
60546,6256,252
60548,3092,197
60550,339,6
60551,557,40
60552,724,30
60554,2270,101
60555,3035,192
60556,258,9
60558,3412,160
60559,5427,494
60560,4527,241
60561,4901,223
60563,9872,316
