County,Tested,Positive_Cases,Deaths
Illinois,3366851,206081,7744
Adams,21639,643,7
Alexander,1325,40,0
Bond,3802,80,3
Boone,9803,769,23
Brown,1088,15,0
Bureau,4855,277,4
Calhoun,512,14,0
Carroll,2044,84,4
Cass,3526,257,11
Champaign,108767,1766,19
Chicago,791657,66138,2828
Christian,7280,153,4
Clark,2779,95,2
Clay,1884,36,0
Clinton,7739,485,17
Coles,14720,612,21
Cook,651277,49822,2134
Crawford,1769,35,0
Cumberland,2367,66,3
De Witt,2209,36,0
DeKalb,18389,985,32
Douglas,4809,146,3
DuPage,214181,12892,526
Edgar,2020,35,0
Edwards,483,25,0
Effingham,6388,241,1
Fayette,3000,78,3
Ford,2753,60,2
Franklin,6563,242,1
Fulton,5708,45,0
Gallatin,488,53,2
Greene,2033,72,0
Grundy,7266,384,5
Hamilton,888,37,0
Hancock,3483,92,1
Hardin,539,18,0
Henderson,682,23,0
Henry,10160,297,1
Iroquois,7031,280,14
Jackson,12141,772,20
Jasper,1583,66,7
Jefferson,5862,353,20
Jersey,3171,151,2
Jo Daviess,3459,141,1
Johnson,1606,78,0
Kane,115359,10184,304
Kankakee,33390,1886,70
Kendall,22557,1461,23
Knox,9356,361,1
Lake,170569,13282,450
LaSalle,19241,953,30
Lawrence,2644,62,0
Lee,4613,194,1
Livingston,5738,150,3
Logan,8308,196,1
Macon,22299,755,23
Macoupin,11718,241,3
Madison,48232,3111,85
Marion,6189,182,0
Marshall,1884,35,0
Mason,2798,61,0
Massac,1867,43,0
McDonough,4534,158,15
McHenry,49948,3389,115
McLean,36934,773,15
Menard,3046,61,0
Mercer,2681,79,4
Monroe,4599,354,13
Montgomery,8085,190,7
Morgan,9455,392,11
Moultrie,2554,111,0
Ogle,9073,433,5
Peoria,53009,1890,37
Perry,3921,210,3
Piatt,4740,69,0
Pike,1772,34,0
Pope,362,11,0
Pulaski,932,101,1
Putnam,604,13,0
Randolph,6913,523,7
Richland,2928,41,0
Rock Island,39447,1869,40
Saline,4001,138,2
Sangamon,67012,1447,35
Schuyler,1216,19,0
Scott,1291,35,0
Shelby,4082,108,2
St. Clair,51447,4425,162
Stark,1092,7,0
Stephenson,7685,345,6
Tazewell,35210,700,9
Unassigned,51911,40,0
Union,3989,361,23
Vermilion,15528,267,2
Wabash,1239,63,0
Warren,2409,203,0
Washington,1759,73,1
Wayne,1998,72,2
White,1766,84,0
Whiteside,9160,391,17
Will,140681,9874,351
Williamson,14674,534,7
Winnebago,58739,3861,134
Woodford,6946,186,3
