County,Tested,Positive_Cases,Deaths
Illinois,3592919,215929,7857
Adams,22777,700,7
Alexander,1359,40,0
Bond,4003,97,3
Boone,10410,812,23
Brown,1196,16,0
Bureau,5167,303,4
Calhoun,666,19,0
Carroll,2193,104,4
Cass,3679,278,11
Champaign,137346,1881,20
Chicago,835069,67915,2844
Christian,7625,171,4
Clark,2934,105,2
Clay,2102,52,0
Clinton,8188,553,17
Coles,15823,733,21
Cook,689346,51729,2153
Crawford,1982,44,0
Cumberland,2608,95,3
De Witt,2341,37,1
DeKalb,19583,1030,33
Douglas,5150,178,3
DuPage,227907,13530,529
Edgar,2185,54,0
Edwards,522,29,0
Effingham,7208,345,1
Fayette,3265,103,3
Ford,2953,68,2
Franklin,7258,274,1
Fulton,6300,60,0
Gallatin,520,57,2
Greene,2166,91,0
Grundy,7699,412,5
Hamilton,933,40,0
Hancock,3822,111,1
Hardin,558,18,0
Henderson,730,28,0
Henry,10903,352,1
Iroquois,7314,282,15
Jackson,12814,824,20
Jasper,1749,78,7
Jefferson,6139,376,31
Jersey,3645,206,2
Jo Daviess,3697,154,2
Johnson,1730,87,0
Kane,123258,10620,306
Kankakee,35227,1986,71
Kendall,24162,1556,23
Knox,10315,406,3
Lake,179692,13741,455
LaSalle,20755,1063,39
Lawrence,3081,75,0
Lee,4946,208,1
Livingston,6512,157,3
Logan,9073,222,1
Macon,23763,800,24
Macoupin,12900,281,3
Madison,51444,3441,90
Marion,6680,212,0
Marshall,1984,37,0
Mason,2963,67,1
Massac,1962,47,0
McDonough,4824,160,15
McHenry,52907,3526,115
McLean,40332,936,16
Menard,3196,61,0
Mercer,2837,86,4
Monroe,4780,383,13
Montgomery,8550,204,8
Morgan,10004,430,17
Moultrie,2859,128,0
Ogle,9826,451,5
Peoria,57439,2095,38
Perry,4281,246,6
Piatt,5000,71,0
Pike,1869,47,0
Pope,386,11,0
Pulaski,981,102,1
Putnam,654,13,0
Randolph,7487,602,7
Richland,3074,48,1
Rock Island,41279,1957,46
Saline,4343,149,2
Sangamon,70962,1570,36
Schuyler,1283,19,0
Scott,1391,36,0
Shelby,4343,129,2
St. Clair,54744,4723,166
Stark,1144,9,0
Stephenson,8168,361,6
Tazewell,38220,875,9
Unassigned,52975,61,0
Union,4315,387,23
Vermilion,16692,282,2
Wabash,1503,86,1
Warren,2581,219,0
Washington,1865,82,1
Wayne,2177,84,2
White,1866,102,0
Whiteside,9702,429,18
Will,149428,10501,354
Williamson,16087,654,9
Winnebago,62036,3998,136
Woodford,7538,225,3
