County,Tested,Positive_Cases,Deaths
Illinois,1209612,133016,6326
Adams,6276,46,1
Alexander,276,17,0
Bond,521,12,1
Boone,4134,525,19
Brown,440,10,0
Bureau,1406,23,1
Calhoun,81,1,0
Carroll,400,20,2
Cass,1168,76,0
Champaign,19576,736,9
Chicago,324443,49603,2399
Christian,1701,39,4
Clark,604,13,0
Clay,506,2,0
Clinton,2829,213,17
Coles,3835,143,17
Cook,267653,35581,1807
Crawford,496,17,0
Cumberland,478,10,0
De Witt,745,4,0
DeKalb,6821,490,15
Douglas,1186,38,0
DuPage,75819,8465,431
Edgar,872,2,0
Edwards,179,2,0
Effingham,1199,8,1
Fayette,958,22,3
Ford,862,22,1
Franklin,1993,12,0
Fulton,1728,12,0
Gallatin,122,2,0
Greene,444,7,0
Grundy,2332,129,2
Hamilton,282,2,0
Hancock,857,18,1
Hardin,100,1,0
Henderson,279,8,0
Henry,2125,72,1
Iroquois,1991,138,5
Jackson,4145,317,13
Jasper,617,46,7
Jefferson,1987,104,16
Jersey,388,28,1
Jo Daviess,774,34,1
Johnson,471,19,0
Kane,46600,7128,229
Kankakee,11371,1071,58
Kendall,8526,881,19
Knox,2473,113,0
Lake,62709,9109,375
LaSalle,5264,181,16
Lawrence,658,4,0
Lee,1751,89,1
Livingston,2006,37,2
Logan,2480,11,0
Macon,5105,209,21
Macoupin,3398,45,2
Madison,9874,733,65
Marion,2189,55,0
Marshall,536,5,0
Mason,1065,18,0
Massac,534,7,0
McDonough,1859,103,15
McHenry,17586,1856,85
McLean,10249,241,13
Menard,977,23,0
Mercer,682,19,0
Monroe,1094,112,12
Montgomery,1921,42,1
Morgan,2419,106,2
Moultrie,566,15,0
Ogle,3140,227,4
Out Of State,6866,114,1
Peoria,13730,395,20
Perry,977,44,0
Piatt,962,11,0
Pike,644,2,0
Pope,97,1,0
Pulaski,346,59,0
Putnam,165,1,0
Randolph,2426,278,7
Richland,557,4,0
Rock Island,9308,757,28
Saline,809,7,0
Sangamon,19956,382,31
Schuyler,430,13,0
Shelby,1066,16,1
St. Clair,12865,1465,112
Stark,199,3,0
Stephenson,3232,231,5
Tazewell,8768,92,6
Unassigned,31610,45,0
Union,1657,174,17
Vermilion,3498,44,1
Wabash,423,13,0
Warren,902,127,0
Washington,571,19,0
Wayne,733,9,1
White,391,3,0
Whiteside,3106,163,15
Will,56563,6158,302
Williamson,3854,86,3
Winnebago,26335,2744,79
Woodford,1837,27,2
