Zip,Tested,Positive_Cases
60002,982,102
60004,4683,320
60005,1823,178
60007,1906,321
60008,2624,315
60010,1587,111
60012,456,77
60013,833,91
60014,2204,248
60015,1430,175
60016,5167,1003
60018,2807,598
60020,589,36
60021,197,22
60022,381,25
60025,2868,346
60026,961,133
60029,64,8
60030,1843,173
60031,2410,323
60033,853,177
60035,2088,249
60040,468,174
60041,451,42
60042,331,32
60043,157,18
60044,751,95
60045,1107,112
60046,1522,197
60047,2075,345
60048,1243,141
60050,1681,214
60051,1115,109
60053,1748,268
60056,3452,590
60060,2071,418
60061,1625,165
60062,2978,301
60064,1665,602
60067,2308,197
60068,2262,295
60069,625,80
60070,1243,242
60071,154,10
60073,4363,955
60074,2397,425
60076,2845,477
60077,2352,385
60079,49,11
60081,379,38
60083,685,96
60084,799,168
60085,7698,2323
60087,2865,631
60088,309,53
60089,2085,260
60090,3336,753
60091,1459,149
60093,1264,161
60096,342,35
60097,492,39
60098,1830,294
60099,2590,557
60101,3272,765
60102,1424,148
60103,2305,258
60104,2090,398
60106,2126,491
60107,3172,600
60108,2283,271
60109,298,10
60110,2577,665
60112,260,26
60115,2689,253
60118,747,71
60119,504,36
60120,4755,1263
60123,4060,763
60124,1141,105
60126,2711,244
60130,1728,141
60131,1687,340
60133,3261,707
60134,1286,150
60135,395,32
60136,370,52
60137,1887,142
60139,2886,611
60140,884,87
60141,527,22
60142,1340,95
60143,917,177
60145,94,6
60146,132,8
60148,3029,344
60151,216,17
60152,557,73
60153,2511,490
60154,1633,200
60155,781,167
60156,1210,147
60157,130,14
60160,2787,708
60162,1053,150
60163,483,89
60164,3116,504
60165,563,171
60169,2233,362
60171,809,115
60172,1417,219
60173,593,98
60174,2006,154
60175,1086,82
60176,799,140
60177,1351,244
60178,1010,50
60181,1764,248
60184,111,6
60185,3178,716
60187,1580,118
60188,2837,466
60189,1386,106
60190,675,43
60191,1065,209
60192,608,51
60193,2176,239
60194,1382,152
60195,179,15
60201,2963,319
60202,2607,418
60203,282,29
60301,221,25
60302,2452,208
60304,1024,74
60305,626,50
60401,577,38
60402,6745,1364
60403,1555,198
60404,1342,111
60406,2845,474
60408,238,18
60409,3864,568
60410,677,52
60411,6121,873
60415,988,185
60416,281,10
60417,1274,145
60418,543,108
60419,2664,389
60420,152,7
60421,175,12
60422,881,80
60423,1523,135
60425,1324,170
60426,3054,455
60428,1498,202
60429,2139,224
60430,1975,272
60431,2093,213
60432,1962,420
60433,1617,285
60434,228,162
60435,4823,655
60436,1808,234
60438,2503,376
60439,1195,90
60440,5507,843
60441,1818,196
60442,479,41
60443,2350,344
60445,1458,150
60446,3502,501
60447,690,57
60448,1092,127
60449,689,69
60450,666,34
60451,1500,114
60452,1905,230
