Zip,Tested,Positive_Cases
60002,"4,420",246
60004,"21,651",722
60005,"11,842",475
60007,"10,131",624
60008,"9,541",580
60010,"13,284",576
60012,"3,041",158
60013,"5,633",309
60014,"11,864",721
60015,"9,744",360
60016,"20,466","1,589"
60018,"13,330",982
60020,"2,890",126
60021,"1,078",59
60022,"2,907",82
60025,"14,122",706
60026,"7,109",274
60029,253,21
60030,"10,505",474
60031,"12,715",721
60033,"4,373",482
60034,537,22
60035,"13,635",440
60040,"2,928",221
60041,"2,386",121
60042,"1,942",115
60043,900,37
60044,"5,339",190
60045,"7,815",232
60046,"9,135",525
60047,"15,656",829
60048,"9,109",375
60050,"8,396",433
60051,"5,772",281
60053,"10,051",502
60056,"16,437","1,060"
60060,"9,946",804
60061,"7,653",366
60062,"20,773",584
60064,"5,621","1,281"
60067,"17,477",671
60068,"12,911",656
60069,"6,235",161
60070,"6,307",404
60071,956,47
60072,210,6
60073,"19,360","1,964"
60074,"10,923",836
60076,"13,270",828
60077,"10,408",635
60079,517,17
60081,"2,034",129
60083,"3,147",204
60084,"5,532",300
60085,"29,240","3,557"
60087,"10,208","1,149"
60088,"2,051",543
60089,"12,597",554
60090,"15,048","1,196"
60091,"8,860",330
60093,"7,162",303
60096,"1,581",110
60097,"2,607",129
60098,"10,684",683
60099,"9,973","1,004"
60101,"11,574","1,309"
60102,"7,640",518
60103,"12,977",753
60104,"7,084",688
60106,"8,378",741
60107,"12,992","1,157"
60108,"11,886",611
60109,485,18
60110,"9,909","1,240"
60112,"1,322",81
60115,"15,137",877
60118,"4,102",222
60119,"2,884",131
60120,"15,175","2,039"
60121,167,7
60123,"17,537","1,522"
60124,"6,615",409
60126,"18,531",944
60130,"9,832",302
60131,"5,829",622
60133,"13,067","1,242"
60134,"9,226",492
60135,"1,987",122
60136,"1,997",141
60137,"13,482",579
60139,"10,844","1,040"
60140,"4,611",282
60141,"1,595",29
60142,"7,769",356
60143,"3,957",322
60145,507,28
60146,715,39
60148,"18,314",853
60150,440,16
60151,"1,002",45
60152,"3,060",163
60153,"8,084",784
60154,"6,301",362
60155,"2,643",266
60156,"6,587",426
60157,706,39
60160,"8,931","1,139"
60161,62,6
60162,"4,267",241
60163,"1,925",198
60164,"12,205",857
60165,"1,407",249
60168,61,7
60169,"9,462",685
60171,"3,323",241
60172,"7,369",477
60173,"3,147",221
60174,"12,073",581
60175,"10,512",463
60176,"3,158",333
60177,"8,373",642
60178,"5,897",229
60180,353,14
60181,"9,031",582
60184,647,40
60185,"12,498","1,167"
60187,"14,641",382
60188,"13,695",947
60189,"10,242",387
60190,"4,300",162
60191,"4,122",388
60192,"3,883",177
60193,"13,437",613
60194,"8,479",320
60195,"1,082",47
60201,"18,038",544
60202,"15,288",600
60203,"1,744",57
60301,"1,201",59
60302,"14,355",471
60303,125,6
60304,"6,889",200
60305,"4,558",169
60401,"3,066",156
60402,"23,556","2,574"
60403,"6,008",437
60404,"6,104",337
60406,"9,204",894
60407,346,10
60408,"1,682",89
60409,"13,613","1,087"
60410,"3,085",198
60411,"20,838","1,646"
60415,"4,695",437
60416,"2,230",133
60417,"6,476",333
60418,"2,678",221
60419,"9,903",659
60420,"1,277",38
60421,803,38
60422,"3,751",204
60423,"8,414",517
60424,441,23
60425,"3,973",274
60426,"9,467",793
60428,"4,120",357
60429,"6,149",418
60430,"7,643",439
60431,"7,914",543
60432,"6,147",767
60433,"5,508",535
60434,"2,020",296
60435,"18,172","1,328"
60436,"6,030",507
60438,"10,281",863
60439,"8,654",417
60440,"20,075","1,449"
60441,"8,117",604
60442,"2,418",154
60443,"8,139",662
60444,317,13
60445,"7,025",423
60446,"13,671","1,036"
60447,"3,250",171
60448,"5,869",353
60449,"2,739",167
60450,"4,528",310
60451,"8,454",497
60452,"7,414",572
60453,"20,657","1,737"
60454,52,7
60455,"6,253",641
60456,"1,239",94
60457,"4,264",344
60458,"4,575",377
60459,"8,648",947
60460,411,6
60461,"1,894",112
60462,"12,610",856
60463,"5,644",404
60464,"2,787",169
60465,"4,533",589
60466,"8,839",719
60467,"7,462",487
60468,"1,662",93
60469,"1,785",195
60470,154,7
60471,"4,923",376
60472,"1,873",125
60473,"10,455",743
60474,161,7
60475,"2,703",191
60476,915,61
60477,"10,748",732
60478,"7,615",536
60479,102,6
60480,"1,789",115
60481,"3,743",176
60482,"2,501",223
60484,"2,246",210
60487,"6,868",503
60490,"6,775",347
60491,"6,241",421
60501,"3,482",493
60502,"6,503",325
60503,"4,190",198
60504,"11,347",693
60505,"22,612","2,722"
60506,"21,517","1,757"
60507,118,11
60510,"9,949",371
60511,474,15
60512,318,15
60513,"7,859",382
60514,"2,982",173
60515,"8,134",339
60516,"8,362",379
60517,"9,799",569
60518,662,26
60520,723,33
60521,"6,534",397
60523,"4,579",206
60525,"14,946",724
60526,"6,707",213
60527,"12,638",629
60531,422,26
60532,"8,516",316
60534,"3,665",341
60537,137,9
60538,"8,362",614
60539,212,6
60540,"13,178",461
60541,587,20
60542,"6,326",352
60543,"10,975",611
