update_date,update_time,Zip,Positive_Cases,Tested
05-12-2020,14:45,46324,7,99
05-12-2020,14:45,53142,8,120
05-12-2020,14:45,60002,67,507
05-12-2020,14:45,60004,197,2206
05-12-2020,14:45,60005,104,667
05-12-2020,14:45,60007,160,770
05-12-2020,14:45,60008,180,820
05-12-2020,14:45,60010,67,660
05-12-2020,14:45,60012,66,213
05-12-2020,14:45,60013,59,359
05-12-2020,14:45,60014,120,900
05-12-2020,14:45,60015,130,737
05-12-2020,14:45,60016,750,2392
05-12-2020,14:45,60018,343,1117
05-12-2020,14:45,60020,23,237
05-12-2020,14:45,60021,11,90
05-12-2020,14:45,60022,23,220
05-12-2020,14:45,60025,244,1325
05-12-2020,14:45,60026,97,456
05-12-2020,14:45,60030,106,784
05-12-2020,14:45,60031,203,1064
05-12-2020,14:45,60033,88,358
05-12-2020,14:45,60035,175,1030
05-12-2020,14:45,60040,83,204
05-12-2020,14:45,60041,28,183
05-12-2020,14:45,60042,19,142
05-12-2020,14:45,60043,14,98
05-12-2020,14:45,60044,68,341
05-12-2020,14:45,60045,101,592
05-12-2020,14:45,60046,127,703
05-12-2020,14:45,60047,123,675
05-12-2020,14:45,60048,85,556
05-12-2020,14:45,60050,129,688
05-12-2020,14:45,60051,67,495
05-12-2020,14:45,60053,200,862
05-12-2020,14:45,60056,394,1533
05-12-2020,14:45,60060,271,926
05-12-2020,14:45,60061,112,546
05-12-2020,14:45,60062,229,1425
05-12-2020,14:45,60064,434,825
05-12-2020,14:45,60067,100,714
05-12-2020,14:45,60068,205,953
05-12-2020,14:45,60069,50,247
05-12-2020,14:45,60070,130,454
05-12-2020,14:45,60071,7,65
05-12-2020,14:45,60073,494,1638
05-12-2020,14:45,60074,226,994
05-12-2020,14:45,60076,337,1587
05-12-2020,14:45,60077,282,1328
05-12-2020,14:45,60079,11,28
05-12-2020,14:45,60081,32,176
05-12-2020,14:45,60083,66,262
05-12-2020,14:45,60084,113,309
05-12-2020,14:45,60085,1620,3486
05-12-2020,14:45,60087,426,1196
05-12-2020,14:45,60088,40,82
05-12-2020,14:45,60089,147,793
05-12-2020,14:45,60090,393,1315
05-12-2020,14:45,60091,112,836
05-12-2020,14:45,60093,109,678
05-12-2020,14:45,60096,22,138
05-12-2020,14:45,60097,29,226
05-12-2020,14:45,60098,217,800
05-12-2020,14:45,60099,333,1060
05-12-2020,14:45,60101,445,1406
05-12-2020,14:45,60102,78,533
05-12-2020,14:45,60103,153,893
05-12-2020,14:45,60104,297,1032
05-12-2020,14:45,60106,343,1117
05-12-2020,14:45,60107,326,1211
05-12-2020,14:45,60108,153,1229
05-12-2020,14:45,60109,11,271
05-12-2020,14:45,60110,323,907
05-12-2020,14:45,60112,15,98
05-12-2020,14:45,60115,73,760
05-12-2020,14:45,60118,42,265
05-12-2020,14:45,60119,20,208
05-12-2020,14:45,60120,655,1605
05-12-2020,14:45,60123,387,1303
05-12-2020,14:45,60124,51,358
05-12-2020,14:45,60126,169,1210
05-12-2020,14:45,60130,85,624
05-12-2020,14:45,60131,225,837
05-12-2020,14:45,60133,410,1346
05-12-2020,14:45,60134,89,519
05-12-2020,14:45,60135,21,145
05-12-2020,14:45,60136,28,154
