Zip,Tested,Positive_Cases
60002,"3,687",194
60004,"18,407",617
60005,"9,741",409
60007,"8,183",548
60008,"8,160",520
60010,"10,978",477
60012,"2,327",145
60013,"4,740",281
60014,"9,881",632
60015,"7,778",327
60016,"17,230","1,472"
60018,"10,861",903
60020,"2,482",102
60021,904,52
60022,"2,374",74
60025,"11,699",644
60026,"6,182",249
60029,212,18
60030,"8,710",407
60031,"10,681",614
60033,"3,652",427
60034,440,19
60035,"11,341",402
60040,"2,088",202
60041,"2,015",102
60042,"1,634",106
60043,745,33
60044,"3,918",158
60045,"6,057",209
60046,"7,685",443
60047,"13,266",759
60048,"7,096",330
60050,"6,981",399
60051,"4,813",248
60053,"8,302",452
60056,"13,712",956
60060,"8,309",731
60061,"6,243",324
60062,"16,170",519
60064,"4,737","1,015"
60067,"13,935",534
60068,"10,969",580
60069,"5,253",142
60070,"5,130",363
60071,819,46
60073,"16,767","1,808"
60074,"8,940",723
60076,"11,441",778
60077,"8,220",588
60079,208,15
60081,"1,668",110
60083,"2,601",185
60084,"4,489",270
60085,"24,289","3,325"
60087,"8,683","1,026"
60088,"1,615",525
60089,"10,282",505
60090,"12,311","1,102"
60091,"7,391",293
60093,"5,876",274
60096,"1,351",104
60097,"2,104",111
60098,"9,037",636
60099,"8,609",896
60101,"9,913","1,149"
60102,"6,304",444
60103,"10,346",617
60104,"6,139",657
60106,"7,259",696
60107,"10,867","1,005"
60108,"9,732",519
60109,455,19
60110,"8,494","1,150"
60112,"1,022",64
60115,"10,776",661
60118,"3,431",176
60119,"2,280",102
60120,"13,133","1,836"
60123,"14,990","1,358"
60124,"5,442",342
60126,"14,852",742
60130,"8,341",264
60131,"4,982",560
60133,"10,977","1,103"
60134,"7,430",411
60135,"1,595",104
60136,"1,663",126
60137,"11,075",494
60139,"9,317",952
60140,"3,764",237
60141,"1,479",28
60142,"6,316",304
60143,"3,216",302
60145,409,25
60146,556,30
60148,"14,511",756
60150,348,14
60151,786,31
60152,"2,444",135
60153,"6,894",720
60154,"5,355",328
60155,"2,241",247
60156,"5,502",380
60157,577,34
60160,"7,517","1,050"
60162,"3,571",225
60163,"1,608",169
60164,"9,948",796
60165,"1,237",236
60168,51,7
60169,"7,971",609
60171,"2,836",211
60172,"6,173",420
60173,"2,555",177
60174,"9,435",507
60175,"7,689",401
60176,"2,702",303
60177,"6,536",572
60178,"4,599",183
60180,273,7
60181,"7,389",514
60184,541,33
60185,"10,547","1,080"
60187,"11,420",325
