update_date,update_time,Zip,Positive_Cases
04-15-2020,16:16,60402,192
04-15-2020,16:16,60403,51
04-15-2020,16:16,60404,34
04-15-2020,16:16,60406,71
04-15-2020,16:16,60409,163
04-15-2020,16:16,60410,10
04-15-2020,16:16,60411,230
04-15-2020,16:16,60415,46
04-15-2020,16:16,60417,49
04-15-2020,16:16,60418,26
04-15-2020,16:16,60419,114
04-15-2020,16:16,60422,44
04-15-2020,16:16,60423,55
04-15-2020,16:16,60425,43
04-15-2020,16:16,60426,107
04-15-2020,16:16,60428,66
04-15-2020,16:16,60429,81
04-15-2020,16:16,60430,85
04-15-2020,16:16,60431,66
04-15-2020,16:16,60432,43
04-15-2020,16:16,60433,62
04-15-2020,16:16,60434,18
04-15-2020,16:16,60435,179
04-15-2020,16:16,60436,36
04-15-2020,16:16,60438,102
04-15-2020,16:16,60439,34
04-15-2020,16:16,60440,143
04-15-2020,16:16,60441,74
04-15-2020,16:16,60442,16
04-15-2020,16:16,60443,136
04-15-2020,16:16,60445,38
04-15-2020,16:16,60446,91
04-15-2020,16:16,60447,9
04-15-2020,16:16,60448,37
04-15-2020,16:16,60449,26
04-15-2020,16:16,60450,14
04-15-2020,16:16,60451,39
04-15-2020,16:16,60452,51
04-15-2020,16:16,60453,144
04-15-2020,16:16,60455,64
04-15-2020,16:16,60456,11
04-15-2020,16:16,60457,30
04-15-2020,16:16,60458,17
04-15-2020,16:16,60459,67
04-15-2020,16:16,60461,27
04-15-2020,16:16,60462,75
04-15-2020,16:16,60463,38
04-15-2020,16:16,60464,11
04-15-2020,16:16,60465,40
04-15-2020,16:16,60466,184
04-15-2020,16:16,60467,49
04-15-2020,16:16,60468,9
04-15-2020,16:16,60469,13
04-15-2020,16:16,60471,79
04-15-2020,16:16,60472,32
04-15-2020,16:16,60473,139
04-15-2020,16:16,60475,35
04-15-2020,16:16,60477,60
04-15-2020,16:16,60478,96
04-15-2020,16:16,60480,11
04-15-2020,16:16,60481,7
04-15-2020,16:16,60482,20
04-15-2020,16:16,60484,44
04-15-2020,16:16,60487,41
04-15-2020,16:16,60490,52
04-15-2020,16:16,60491,53
04-15-2020,16:16,60501,24
04-15-2020,16:16,60502,22
04-15-2020,16:16,60503,11
04-15-2020,16:16,60504,39
04-15-2020,16:16,60505,71
04-15-2020,16:16,60506,89
04-15-2020,16:16,60510,13
04-15-2020,16:16,60513,46
04-15-2020,16:16,60514,23
04-15-2020,16:16,60515,23
04-15-2020,16:16,60516,28
04-15-2020,16:16,60517,49
04-15-2020,16:16,60521,25
04-15-2020,16:16,60523,26
04-15-2020,16:16,60525,64
04-15-2020,16:16,60526,19
04-15-2020,16:16,60527,119
04-15-2020,16:16,60532,27
04-15-2020,16:16,60534,17
04-15-2020,16:16,60538,17
04-15-2020,16:16,60540,25
04-15-2020,16:16,60542,13
04-15-2020,16:16,60543,38
04-15-2020,16:16,60544,43
04-15-2020,16:16,60545,9
04-15-2020,16:16,60546,39
04-15-2020,16:16,60551,9
04-15-2020,16:16,60554,8
04-15-2020,16:16,60555,13
04-15-2020,16:16,60558,12
04-15-2020,16:16,60559,53
04-15-2020,16:16,60560,18
04-15-2020,16:16,60561,42
04-15-2020,16:16,60563,38
04-15-2020,16:16,60564,47
04-15-2020,16:16,60565,54
04-15-2020,16:16,60585,31
04-15-2020,16:16,60586,82
04-15-2020,16:16,60601,33
04-15-2020,16:16,60605,60
04-15-2020,16:16,60606,15
04-15-2020,16:16,60607,136
04-15-2020,16:16,60608,305
04-15-2020,16:16,60609,199
04-15-2020,16:16,60610,101
04-15-2020,16:16,60611,69
04-15-2020,16:16,60612,242
04-15-2020,16:16,60613,142
04-15-2020,16:16,60614,172
04-15-2020,16:16,60615,151
04-15-2020,16:16,60616,162
04-15-2020,16:16,60617,316
04-15-2020,16:16,60618,225
04-15-2020,16:16,60619,340
04-15-2020,16:16,60620,411
04-15-2020,16:16,60621,162
04-15-2020,16:16,60622,174
04-15-2020,16:16,60623,350
04-15-2020,16:16,60624,249
04-15-2020,16:16,60625,246
04-15-2020,16:16,60626,191
04-15-2020,16:16,60628,330
04-15-2020,16:16,60629,346
04-15-2020,16:16,60630,143
04-15-2020,16:16,60631,83
04-15-2020,16:16,60632,244
04-15-2020,16:16,60633,35
04-15-2020,16:16,60634,266
04-15-2020,16:16,60636,192
04-15-2020,16:16,60637,193
04-15-2020,16:16,60638,178
04-15-2020,16:16,60639,354
04-15-2020,16:16,60640,181
04-15-2020,16:16,60641,200
04-15-2020,16:16,60642,38
04-15-2020,16:16,60643,287
04-15-2020,16:16,60644,298
04-15-2020,16:16,60645,371
04-15-2020,16:16,60646,65
04-15-2020,16:16,60647,167
04-15-2020,16:16,60649,233
04-15-2020,16:16,60651,293
04-15-2020,16:16,60652,177
04-15-2020,16:16,60653,175
04-15-2020,16:16,60654,46
04-15-2020,16:16,60655,112
04-15-2020,16:16,60656,80
04-15-2020,16:16,60657,149
04-15-2020,16:16,60659,204
04-15-2020,16:16,60660,113
04-15-2020,16:16,60661,19
04-15-2020,16:16,60706,64
04-15-2020,16:16,60707,138
04-15-2020,16:16,60712,67
04-15-2020,16:16,60714,112
04-15-2020,16:16,60803,47
04-15-2020,16:16,60804,266
04-15-2020,16:16,60805,62
04-15-2020,16:16,60827,116
04-15-2020,16:16,60901,134
04-15-2020,16:16,60914,43
04-15-2020,16:16,60915,9
04-15-2020,16:16,60950,14
04-15-2020,16:16,60954,8
04-15-2020,16:16,60964,9
04-15-2020,16:16,61008,10
04-15-2020,16:16,61021,10
04-15-2020,16:16,61032,7
04-15-2020,16:16,61068,14
04-15-2020,16:16,61081,15
04-15-2020,16:16,61101,10
04-15-2020,16:16,61102,12
04-15-2020,16:16,61103,11
04-15-2020,16:16,61104,8
04-15-2020,16:16,61107,9
04-15-2020,16:16,61108,16
04-15-2020,16:16,61109,12
04-15-2020,16:16,61114,9
04-15-2020,16:16,61201,26
04-15-2020,16:16,61241,9
04-15-2020,16:16,61244,47
04-15-2020,16:16,61264,7
04-15-2020,16:16,61265,41
04-15-2020,16:16,61282,12
04-15-2020,16:16,61604,7
04-15-2020,16:16,61611,7
04-15-2020,16:16,61614,8
04-15-2020,16:16,61615,8
04-15-2020,16:16,61701,30
04-15-2020,16:16,61704,16
04-15-2020,16:16,61705,7
04-15-2020,16:16,61761,18
04-15-2020,16:16,61764,9
04-15-2020,16:16,61801,12
04-15-2020,16:16,61802,14
04-15-2020,16:16,61820,6
04-15-2020,16:16,61821,10
04-15-2020,16:16,61822,23
04-15-2020,16:16,61853,7
04-15-2020,16:16,61874,6
04-15-2020,16:16,61910,6
04-15-2020,16:16,62002,20
04-15-2020,16:16,62025,18
04-15-2020,16:16,62034,8
04-15-2020,16:16,62035,6
04-15-2020,16:16,62040,27
04-15-2020,16:16,62052,6
04-15-2020,16:16,62060,7
04-15-2020,16:16,62095,8
04-15-2020,16:16,62201,8
04-15-2020,16:16,62203,8
04-15-2020,16:16,62204,7
04-15-2020,16:16,62205,6
04-15-2020,16:16,62206,18
04-15-2020,16:16,62207,13
04-15-2020,16:16,62208,18
04-15-2020,16:16,62220,12
04-15-2020,16:16,62221,23
04-15-2020,16:16,62223,19
04-15-2020,16:16,62226,32
04-15-2020,16:16,62233,25
04-15-2020,16:16,62234,13
04-15-2020,16:16,62236,26
04-15-2020,16:16,62258,10
04-15-2020,16:16,62265,7
04-15-2020,16:16,62269,19
04-15-2020,16:16,62278,11
04-15-2020,16:16,62294,8
04-15-2020,16:16,62298,21
04-15-2020,16:16,62301,12
04-15-2020,16:16,62305,11
04-15-2020,16:16,62471,10
04-15-2020,16:16,62521,31
04-15-2020,16:16,62526,7
04-15-2020,16:16,62568,21
04-15-2020,16:16,62650,9
04-15-2020,16:16,62702,11
04-15-2020,16:16,62711,9
04-15-2020,16:16,62801,31
04-15-2020,16:16,62901,30
04-15-2020,16:16,62959,7
04-14-2020,16:14,60002,27
04-14-2020,16:14,60004,50
04-14-2020,16:14,60005,33
04-14-2020,16:14,60007,45
04-14-2020,16:14,60008,27
04-14-2020,16:14,60010,28
04-14-2020,16:14,60012,15
04-14-2020,16:14,60013,30
04-14-2020,16:14,60014,29
04-14-2020,16:14,60015,64
04-14-2020,16:14,60016,171
04-14-2020,16:14,60018,67
04-14-2020,16:14,60020,8
04-14-2020,16:14,60021,6
04-14-2020,16:14,60022,15
04-14-2020,16:14,60025,127
04-14-2020,16:14,60026,52
04-14-2020,16:14,60030,32
04-14-2020,16:14,60031,65
04-14-2020,16:14,60035,89
04-14-2020,16:14,60040,8
04-14-2020,16:14,60042,7
04-14-2020,16:14,60043,13
04-14-2020,16:14,60044,29
04-14-2020,16:14,60045,70
04-14-2020,16:14,60046,44
04-14-2020,16:14,60047,36
04-14-2020,16:14,60048,41
04-14-2020,16:14,60050,28
04-14-2020,16:14,60051,18
04-14-2020,16:14,60053,67
04-14-2020,16:14,60056,88
04-14-2020,16:14,60060,54
04-14-2020,16:14,60061,36
04-14-2020,16:14,60062,75
04-14-2020,16:14,60064,81
04-14-2020,16:14,60067,24
04-14-2020,16:14,60068,89
04-14-2020,16:14,60069,16
04-14-2020,16:14,60070,19
04-14-2020,16:14,60073,119
04-14-2020,16:14,60074,49
04-14-2020,16:14,60076,144
04-14-2020,16:14,60077,119
04-14-2020,16:14,60081,13
04-14-2020,16:14,60083,18
04-14-2020,16:14,60084,43
04-14-2020,16:14,60085,344
04-14-2020,16:14,60087,101
04-14-2020,16:14,60088,21
04-14-2020,16:14,60089,55
04-14-2020,16:14,60090,74
04-14-2020,16:14,60091,64
04-14-2020,16:14,60093,76
04-14-2020,16:14,60096,6
04-14-2020,16:14,60097,6
04-14-2020,16:14,60098,50
04-14-2020,16:14,60099,104
04-14-2020,16:14,60101,91
04-14-2020,16:14,60102,29
04-14-2020,16:14,60103,33
04-14-2020,16:14,60104,137
04-14-2020,16:14,60106,75
04-14-2020,16:14,60107,58
04-14-2020,16:14,60108,29
04-14-2020,16:14,60110,24
04-14-2020,16:14,60115,19
04-14-2020,16:14,60118,10
04-14-2020,16:14,60119,8
04-14-2020,16:14,60120,53
04-14-2020,16:14,60123,55
04-14-2020,16:14,60124,13
04-14-2020,16:14,60126,65
04-14-2020,16:14,60130,45
04-14-2020,16:14,60131,55
04-14-2020,16:14,60133,61
04-14-2020,16:14,60134,14
04-14-2020,16:14,60136,11
04-14-2020,16:14,60137,31
04-14-2020,16:14,60139,53
04-14-2020,16:14,60140,12
04-14-2020,16:14,60142,17
04-14-2020,16:14,60143,12
04-14-2020,16:14,60148,77
04-14-2020,16:14,60153,99
04-14-2020,16:14,60154,64
04-14-2020,16:14,60155,29
04-14-2020,16:14,60156,19
04-14-2020,16:14,60160,74
04-14-2020,16:14,60162,35
04-14-2020,16:14,60163,10
04-14-2020,16:14,60164,54
04-14-2020,16:14,60165,23
04-14-2020,16:14,60169,29
04-14-2020,16:14,60171,27
04-14-2020,16:14,60172,25
04-14-2020,16:14,60173,9
04-14-2020,16:14,60174,18
04-14-2020,16:14,60175,23
04-14-2020,16:14,60176,18
04-14-2020,16:14,60177,12
04-14-2020,16:14,60178,9
04-14-2020,16:14,60181,63
04-14-2020,16:14,60185,47
04-14-2020,16:14,60187,9
04-14-2020,16:14,60188,82
04-14-2020,16:14,60189,27
04-14-2020,16:14,60190,7
04-14-2020,16:14,60191,16
04-14-2020,16:14,60192,12
04-14-2020,16:14,60193,46
04-14-2020,16:14,60194,24
04-14-2020,16:14,60201,97
04-14-2020,16:14,60202,87
04-14-2020,16:14,60203,14
04-14-2020,16:14,60301,10
04-14-2020,16:14,60302,71
04-14-2020,16:14,60304,26
04-14-2020,16:14,60305,14
04-14-2020,16:14,60401,19
04-14-2020,16:14,60402,183
04-14-2020,16:14,60403,50
04-14-2020,16:14,60404,33
04-14-2020,16:14,60406,67
04-14-2020,16:14,60409,155
04-14-2020,16:14,60410,10
04-14-2020,16:14,60411,221
04-14-2020,16:14,60415,45
04-14-2020,16:14,60417,48
04-14-2020,16:14,60418,26
04-14-2020,16:14,60419,109
04-14-2020,16:14,60422,43
04-14-2020,16:14,60423,55
04-14-2020,16:14,60425,43
04-14-2020,16:14,60426,103
04-14-2020,16:14,60428,65
04-14-2020,16:14,60429,81
04-14-2020,16:14,60430,82
04-14-2020,16:14,60431,64
04-14-2020,16:14,60432,44
04-14-2020,16:14,60433,58
04-14-2020,16:14,60434,18
04-14-2020,16:14,60435,172
04-14-2020,16:14,60436,36
04-14-2020,16:14,60438,96
04-14-2020,16:14,60439,32
04-14-2020,16:14,60440,124
04-14-2020,16:14,60441,72
04-14-2020,16:14,60442,16
04-14-2020,16:14,60443,129
04-14-2020,16:14,60445,34
04-14-2020,16:14,60446,86
04-14-2020,16:14,60447,7
04-14-2020,16:14,60448,35
04-14-2020,16:14,60449,25
04-14-2020,16:14,60450,14
04-14-2020,16:14,60451,36
04-14-2020,16:14,60452,49
04-14-2020,16:14,60453,139
04-14-2020,16:14,60455,63
04-14-2020,16:14,60456,9
04-14-2020,16:14,60457,28
04-14-2020,16:14,60458,17
04-14-2020,16:14,60459,63
04-14-2020,16:14,60461,27
04-14-2020,16:14,60462,73
04-14-2020,16:14,60463,39
04-14-2020,16:14,60464,11
04-14-2020,16:14,60465,37
04-14-2020,16:14,60466,163
04-14-2020,16:14,60467,49
04-14-2020,16:14,60468,9
04-14-2020,16:14,60469,12
04-14-2020,16:14,60471,72
04-14-2020,16:14,60472,32
04-14-2020,16:14,60473,127
04-14-2020,16:14,60475,35
04-14-2020,16:14,60477,55
04-14-2020,16:14,60478,92
04-14-2020,16:14,60480,11
04-14-2020,16:14,60481,7
04-14-2020,16:14,60482,16
04-14-2020,16:14,60484,44
04-14-2020,16:14,60487,39
04-14-2020,16:14,60490,51
04-14-2020,16:14,60491,49
04-14-2020,16:14,60501,22
04-14-2020,16:14,60502,21
04-14-2020,16:14,60503,11
04-14-2020,16:14,60504,36
04-14-2020,16:14,60505,67
04-14-2020,16:14,60506,88
04-14-2020,16:14,60510,12
04-14-2020,16:14,60513,41
04-14-2020,16:14,60514,21
04-14-2020,16:14,60515,22
04-14-2020,16:14,60516,28
04-14-2020,16:14,60517,47
04-14-2020,16:14,60521,23
04-14-2020,16:14,60523,26
04-14-2020,16:14,60525,60
04-14-2020,16:14,60526,18
04-14-2020,16:14,60527,107
04-14-2020,16:14,60532,27
04-14-2020,16:14,60534,17
04-14-2020,16:14,60538,17
04-14-2020,16:14,60540,24
04-14-2020,16:14,60542,14
04-14-2020,16:14,60543,38
04-14-2020,16:14,60544,42
04-14-2020,16:14,60545,9
04-14-2020,16:14,60546,39
04-14-2020,16:14,60551,8
04-14-2020,16:14,60554,8
04-14-2020,16:14,60555,10
04-14-2020,16:14,60558,11
04-14-2020,16:14,60559,51
04-14-2020,16:14,60560,17
04-14-2020,16:14,60561,42
04-14-2020,16:14,60563,35
04-14-2020,16:14,60564,44
04-14-2020,16:14,60565,53
04-14-2020,16:14,60585,29
04-14-2020,16:14,60586,80
04-14-2020,16:14,60601,33
04-14-2020,16:14,60605,58
04-14-2020,16:14,60606,15
04-14-2020,16:14,60607,134
04-14-2020,16:14,60608,276
04-14-2020,16:14,60609,186
04-14-2020,16:14,60610,97
04-14-2020,16:14,60611,65
04-14-2020,16:14,60612,230
04-14-2020,16:14,60613,140
04-14-2020,16:14,60614,167
04-14-2020,16:14,60615,144
04-14-2020,16:14,60616,150
04-14-2020,16:14,60617,301
04-14-2020,16:14,60618,218
04-14-2020,16:14,60619,335
04-14-2020,16:14,60620,396
04-14-2020,16:14,60621,152
04-14-2020,16:14,60622,168
04-14-2020,16:14,60623,315
04-14-2020,16:14,60624,228
04-14-2020,16:14,60625,225
04-14-2020,16:14,60626,173
04-14-2020,16:14,60628,315
04-14-2020,16:14,60629,320
04-14-2020,16:14,60630,132
04-14-2020,16:14,60631,83
04-14-2020,16:14,60632,214
04-14-2020,16:14,60633,33
04-14-2020,16:14,60634,251
04-14-2020,16:14,60636,182
04-14-2020,16:14,60637,185
04-14-2020,16:14,60638,167
04-14-2020,16:14,60639,306
04-14-2020,16:14,60640,172
04-14-2020,16:14,60641,189
04-14-2020,16:14,60642,36
04-14-2020,16:14,60643,276
04-14-2020,16:14,60644,287
04-14-2020,16:14,60645,360
04-14-2020,16:14,60646,65
04-14-2020,16:14,60647,157
04-14-2020,16:14,60649,222
04-14-2020,16:14,60651,277
04-14-2020,16:14,60652,168
04-14-2020,16:14,60653,167
04-14-2020,16:14,60654,46
04-14-2020,16:14,60655,109
04-14-2020,16:14,60656,76
04-14-2020,16:14,60657,148
04-14-2020,16:14,60659,197
04-14-2020,16:14,60660,110
04-14-2020,16:14,60661,18
04-14-2020,16:14,60706,60
04-14-2020,16:14,60707,127
04-14-2020,16:14,60712,64
04-14-2020,16:14,60714,102
04-14-2020,16:14,60803,45
04-14-2020,16:14,60804,255
04-14-2020,16:14,60805,59
04-14-2020,16:14,60827,113
04-14-2020,16:14,60901,130
04-14-2020,16:14,60914,41
04-14-2020,16:14,60915,7
04-14-2020,16:14,60950,16
04-14-2020,16:14,60954,8
04-14-2020,16:14,60964,9
04-14-2020,16:14,61008,7
04-14-2020,16:14,61021,9
04-14-2020,16:14,61032,7
04-14-2020,16:14,61068,14
04-14-2020,16:14,61081,15
04-14-2020,16:14,61101,8
04-14-2020,16:14,61102,11
04-14-2020,16:14,61103,11
04-14-2020,16:14,61104,6
04-14-2020,16:14,61107,7
04-14-2020,16:14,61108,14
04-14-2020,16:14,61109,12
04-14-2020,16:14,61114,7
04-14-2020,16:14,61201,22
04-14-2020,16:14,61241,8
04-14-2020,16:14,61244,37
04-14-2020,16:14,61264,6
04-14-2020,16:14,61265,36
04-14-2020,16:14,61282,9
04-14-2020,16:14,61604,7
04-14-2020,16:14,61611,7
04-14-2020,16:14,61614,7
04-14-2020,16:14,61615,8
04-14-2020,16:14,61701,30
04-14-2020,16:14,61704,16
04-14-2020,16:14,61705,7
04-14-2020,16:14,61761,17
04-14-2020,16:14,61764,9
04-14-2020,16:14,61801,11
04-14-2020,16:14,61802,14
04-14-2020,16:14,61820,6
04-14-2020,16:14,61821,10
04-14-2020,16:14,61822,23
04-14-2020,16:14,61853,7
04-14-2020,16:14,61874,6
04-14-2020,16:14,61910,6
04-14-2020,16:14,62002,20
04-14-2020,16:14,62025,18
04-14-2020,16:14,62034,8
04-14-2020,16:14,62035,6
04-14-2020,16:14,62040,27
04-14-2020,16:14,62060,7
04-14-2020,16:14,62095,6
04-14-2020,16:14,62201,8
04-14-2020,16:14,62203,8
04-14-2020,16:14,62204,7
04-14-2020,16:14,62206,17
04-14-2020,16:14,62207,14
04-14-2020,16:14,62208,18
04-14-2020,16:14,62220,11
04-14-2020,16:14,62221,22
04-14-2020,16:14,62223,18
04-14-2020,16:14,62226,32
04-14-2020,16:14,62233,22
04-14-2020,16:14,62234,13
04-14-2020,16:14,62236,24
04-14-2020,16:14,62258,9
04-14-2020,16:14,62265,7
04-14-2020,16:14,62269,20
04-14-2020,16:14,62278,10
04-14-2020,16:14,62294,7
04-14-2020,16:14,62298,21
04-14-2020,16:14,62301,12
04-14-2020,16:14,62305,11
04-14-2020,16:14,62471,10
04-14-2020,16:14,62521,31
04-14-2020,16:14,62526,8
04-14-2020,16:14,62568,21
04-14-2020,16:14,62650,10
04-14-2020,16:14,62702,12
04-14-2020,16:14,62711,8
04-14-2020,16:14,62801,30
04-14-2020,16:14,62901,27
04-14-2020,16:14,62959,6
04-14-2020,12:50,60002,26
04-14-2020,12:50,60004,88
04-14-2020,12:50,60005,32
04-14-2020,12:50,60007,45
04-14-2020,12:50,60008,25
04-14-2020,12:50,60010,24
04-14-2020,12:50,60012,14
04-14-2020,12:50,60013,29
04-14-2020,12:50,60014,27
04-14-2020,12:50,60015,61
04-14-2020,12:50,60016,160
04-14-2020,12:50,60018,61
04-14-2020,12:50,60020,8
04-14-2020,12:50,60021,6
04-14-2020,12:50,60022,15
04-14-2020,12:50,60025,123
04-14-2020,12:50,60026,51
04-14-2020,12:50,60030,30
04-14-2020,12:50,60031,59
04-14-2020,12:50,60035,83
04-14-2020,12:50,60040,6
04-14-2020,12:50,60042,7
04-14-2020,12:50,60043,13
04-14-2020,12:50,60044,28
04-14-2020,12:50,60045,67
04-14-2020,12:50,60046,41
04-14-2020,12:50,60047,34
04-14-2020,12:50,60048,40
04-14-2020,12:50,60050,26
04-14-2020,12:50,60051,18
04-14-2020,12:50,60053,63
04-14-2020,12:50,60056,80
04-14-2020,12:50,60060,52
04-14-2020,12:50,60061,33
04-14-2020,12:50,60062,75
04-14-2020,12:50,60064,74
04-14-2020,12:50,60067,23
04-14-2020,12:50,60068,85
04-14-2020,12:50,60069,16
04-14-2020,12:50,60070,16
04-14-2020,12:50,60073,113
04-14-2020,12:50,60074,47
04-14-2020,12:50,60076,136
04-14-2020,12:50,60077,116
04-14-2020,12:50,60081,13
04-14-2020,12:50,60083,18
04-14-2020,12:50,60084,38
04-14-2020,12:50,60085,310
04-14-2020,12:50,60087,94
04-14-2020,12:50,60088,17
04-14-2020,12:50,60089,53
04-14-2020,12:50,60090,71
04-14-2020,12:50,60091,63
04-14-2020,12:50,60093,75
04-14-2020,12:50,60098,45
04-14-2020,12:50,60099,95
04-14-2020,12:50,60101,84
04-14-2020,12:50,60102,29
04-14-2020,12:50,60103,32
04-14-2020,12:50,60104,133
04-14-2020,12:50,60106,70
04-14-2020,12:50,60107,56
04-14-2020,12:50,60108,26
04-14-2020,12:50,60110,18
04-14-2020,12:50,60115,19
04-14-2020,12:50,60118,10
04-14-2020,12:50,60119,8
04-14-2020,12:50,60120,51
04-14-2020,12:50,60123,50
04-14-2020,12:50,60124,13
04-14-2020,12:50,60126,59
04-14-2020,12:50,60130,44
04-14-2020,12:50,60131,48
04-14-2020,12:50,60133,56
04-14-2020,12:50,60134,14
04-14-2020,12:50,60136,11
04-14-2020,12:50,60137,31
04-14-2020,12:50,60139,51
04-14-2020,12:50,60140,12
04-14-2020,12:50,60142,17
04-14-2020,12:50,60143,12
04-14-2020,12:50,60148,70
04-14-2020,12:50,60153,96
04-14-2020,12:50,60154,64
04-14-2020,12:50,60155,28
04-14-2020,12:50,60156,19
04-14-2020,12:50,60160,66
04-14-2020,12:50,60162,30
04-14-2020,12:50,60163,10
04-14-2020,12:50,60164,48
04-14-2020,12:50,60165,19
04-14-2020,12:50,60169,28
04-14-2020,12:50,60171,26
04-14-2020,12:50,60172,25
04-14-2020,12:50,60173,8
04-14-2020,12:50,60174,17
04-14-2020,12:50,60175,22
04-14-2020,12:50,60176,18
04-14-2020,12:50,60177,12
04-14-2020,12:50,60178,9
04-14-2020,12:50,60181,60
04-14-2020,12:50,60185,43
04-14-2020,12:50,60187,9
04-14-2020,12:50,60188,72
04-14-2020,12:50,60189,26
04-14-2020,12:50,60191,12
04-14-2020,12:50,60192,11
04-14-2020,12:50,60193,44
04-14-2020,12:50,60194,24
04-14-2020,12:50,60201,94
04-14-2020,12:50,60202,80
04-14-2020,12:50,60203,14
04-14-2020,12:50,60301,10
04-14-2020,12:50,60302,67
04-14-2020,12:50,60304,23
04-14-2020,12:50,60305,11
04-14-2020,12:50,60401,20
04-14-2020,12:50,60402,176
04-14-2020,12:50,60403,48
04-14-2020,12:50,60404,31
04-14-2020,12:50,60406,65
04-14-2020,12:50,60409,151
04-14-2020,12:50,60410,10
04-14-2020,12:50,60411,213
04-14-2020,12:50,60415,40
04-14-2020,12:50,60417,47
04-14-2020,12:50,60418,22
04-14-2020,12:50,60419,107
04-14-2020,12:50,60422,43
04-14-2020,12:50,60423,55
04-14-2020,12:50,60425,43
04-14-2020,12:50,60426,99
04-14-2020,12:50,60428,62
04-14-2020,12:50,60429,81
04-14-2020,12:50,60430,75
04-14-2020,12:50,60431,58
04-14-2020,12:50,60432,43
04-14-2020,12:50,60433,56
04-14-2020,12:50,60434,18
04-14-2020,12:50,60435,162
04-14-2020,12:50,60436,34
04-14-2020,12:50,60438,91
04-14-2020,12:50,60439,32
04-14-2020,12:50,60440,111
04-14-2020,12:50,60441,69
04-14-2020,12:50,60442,16
04-14-2020,12:50,60443,124
04-14-2020,12:50,60445,33
04-14-2020,12:50,60446,82
04-14-2020,12:50,60447,6
04-14-2020,12:50,60448,34
04-14-2020,12:50,60449,23
04-14-2020,12:50,60450,13
04-14-2020,12:50,60451,36
04-14-2020,12:50,60452,45
04-14-2020,12:50,60453,129
04-14-2020,12:50,60455,62
04-14-2020,12:50,60456,8
04-14-2020,12:50,60457,27
04-14-2020,12:50,60458,17
04-14-2020,12:50,60459,59
04-14-2020,12:50,60461,27
04-14-2020,12:50,60462,72
04-14-2020,12:50,60463,37
04-14-2020,12:50,60464,11
04-14-2020,12:50,60465,35
04-14-2020,12:50,60466,156
04-14-2020,12:50,60467,48
04-14-2020,12:50,60468,8
04-14-2020,12:50,60469,11
04-14-2020,12:50,60471,71
04-14-2020,12:50,60472,27
04-14-2020,12:50,60473,122
04-14-2020,12:50,60475,34
04-14-2020,12:50,60477,51
04-14-2020,12:50,60478,90
04-14-2020,12:50,60480,8
04-14-2020,12:50,60482,16
04-14-2020,12:50,60484,41
04-14-2020,12:50,60487,38
04-14-2020,12:50,60490,51
04-14-2020,12:50,60491,47
04-14-2020,12:50,60501,18
04-14-2020,12:50,60502,20
04-14-2020,12:50,60503,10
04-14-2020,12:50,60504,36
04-14-2020,12:50,60505,65
04-14-2020,12:50,60506,84
04-14-2020,12:50,60510,12
04-14-2020,12:50,60513,36
04-14-2020,12:50,60514,21
04-14-2020,12:50,60515,22
04-14-2020,12:50,60516,28
04-14-2020,12:50,60517,43
04-14-2020,12:50,60521,22
04-14-2020,12:50,60523,26
04-14-2020,12:50,60525,57
04-14-2020,12:50,60526,16
04-14-2020,12:50,60527,102
04-14-2020,12:50,60532,27
04-14-2020,12:50,60534,17
04-14-2020,12:50,60538,17
04-14-2020,12:50,60540,21
04-14-2020,12:50,60542,14
04-14-2020,12:50,60543,38
04-14-2020,12:50,60544,40
04-14-2020,12:50,60545,9
04-14-2020,12:50,60546,36
04-14-2020,12:50,60551,8
04-14-2020,12:50,60554,7
04-14-2020,12:50,60555,9
04-14-2020,12:50,60558,11
04-14-2020,12:50,60559,47
04-14-2020,12:50,60560,17
04-14-2020,12:50,60561,41
04-14-2020,12:50,60563,35
04-14-2020,12:50,60564,42
04-14-2020,12:50,60565,51
04-14-2020,12:50,60585,28
04-14-2020,12:50,60586,78
04-14-2020,12:50,60601,33
04-14-2020,12:50,60605,54
04-14-2020,12:50,60606,13
04-14-2020,12:50,60607,91
04-14-2020,12:50,60608,262
04-14-2020,12:50,60609,177
04-14-2020,12:50,60610,94
04-14-2020,12:50,60611,63
04-14-2020,12:50,60612,227
04-14-2020,12:50,60613,136
04-14-2020,12:50,60614,157
04-14-2020,12:50,60615,137
04-14-2020,12:50,60616,142
04-14-2020,12:50,60617,285
04-14-2020,12:50,60618,198
04-14-2020,12:50,60619,318
04-14-2020,12:50,60620,376
04-14-2020,12:50,60621,139
04-14-2020,12:50,60622,163
04-14-2020,12:50,60623,297
04-14-2020,12:50,60624,223
04-14-2020,12:50,60625,203
04-14-2020,12:50,60626,160
04-14-2020,12:50,60628,298
04-14-2020,12:50,60629,284
04-14-2020,12:50,60630,126
04-14-2020,12:50,60631,80
04-14-2020,12:50,60632,193
04-14-2020,12:50,60633,33
04-14-2020,12:50,60634,239
04-14-2020,12:50,60636,176
04-14-2020,12:50,60637,172
04-14-2020,12:50,60638,158
04-14-2020,12:50,60639,276
04-14-2020,12:50,60640,159
04-14-2020,12:50,60641,171
04-14-2020,12:50,60642,35
04-14-2020,12:50,60643,265
04-14-2020,12:50,60644,277
04-14-2020,12:50,60645,339
04-14-2020,12:50,60646,62
