Zip,Tested,Positive_Cases
53142,121,8
60002,516,67
60004,2283,199
60005,697,108
60007,812,169
60008,842,186
60010,692,67
60012,221,66
60013,376,58
60014,930,121
60015,753,131
60016,2441,769
60018,1151,353
60020,244,24
60021,93,14
60022,224,23
60025,1369,245
60026,469,99
60030,820,112
60031,1093,210
60033,380,93
60035,1046,177
60040,209,85
60041,185,30
60042,144,20
60043,100,14
60044,345,69
60045,606,101
60046,731,128
60047,690,123
60048,577,86
60050,721,130
60051,509,68
60053,879,206
60056,1573,400
60060,962,273
60061,560,117
60062,1508,234
60064,845,441
60067,746,102
60068,981,219
60069,250,50
60070,466,132
60071,71,7
60073,1699,525
60074,1014,231
60076,1617,345
60077,1345,286
60079,29,10
60081,184,32
60083,270,68
60084,319,120
60085,3617,1640
60087,1255,435
60088,83,40
60089,820,149
60090,1342,400
60091,857,115
60093,685,112
60096,141,23
60097,234,32
60098,846,225
60099,1079,336
60101,1459,459
60102,550,78
60103,944,159
60104,1055,301
60106,1159,352
60107,1263,335
60108,1259,154
60109,271,11
60110,941,335
60112,106,17
60115,792,76
60118,275,43
60119,221,20
60120,1711,674
60123,1380,400
60124,375,52
60126,1260,174
60130,641,88
60131,862,229
60133,1409,414
60134,553,95
60135,150,23
60136,159,29
60137,800,98
60139,1291,357
60140,361,54
60141,200,8
60142,603,51
60143,494,109
60146,40,6
60148,1285,191
60151,82,8
60152,228,40
60153,1313,306
60154,807,138
60155,428,125
60156,560,81
60157,54,9
60160,1391,436
60162,437,104
60163,236,60
60164,1468,319
60165,291,122
60169,896,238
60171,415,71
60172,630,143
60173,225,48
60174,1026,93
60175,505,51
60176,414,98
60177,547,161
60178,354,28
60181,818,161
60185,1457,428
60187,725,80
60188,1395,324
60189,638,61
60190,370,24
60191,464,117
60192,284,31
60193,812,144
60194,464,78
60195,81,10
60201,1677,245
60202,1452,265
60203,177,22
60301,116,18
60302,1192,156
60304,547,60
60305,354,36
60401,268,34
60402,3349,885
60403,753,126
60404,632,81
60406,1299,315
60408,119,12
60409,1983,400
60410,321,29
60411,3183,642
60415,503,145
60417,663,111
60418,304,69
60419,1387,261
60420,73,6
60421,79,7
60422,488,70
60423,726,106
60425,629,98
60426,1693,329
60428,870,152
60429,1180,177
60430,1059,214
60431,911,127
60432,772,188
60433,664,174
60434,92,134
60435,2290,464
60436,788,131
60438,1296,256
60439,560,67
60440,2436,596
60441,869,149
60442,224,31
60443,1323,277
60445,689,104
60446,1649,327
60447,341,26
60448,525,99
60449,405,60
60450,326,25
60451,627,73
60452,883,139
60453,2073,519
60455,953,229
60456,177,35
60457,370,93
60458,540,90
60459,1083,270
60461,301,46
60462,1094,192
60463,536,159
60464,238,33
60465,576,173
60466,1693,408
60467,630,115
60468,126,23
60469,254,42
60471,821,171
60472,329,50
60473,1477,292
60475,377,57
60476,105,14
60477,1067,167
60478,1442,257
60480,172,23
60481,236,17
60482,335,64
60484,406,93
60487,661,97
60490,706,115
60491,531,102
60501,532,184
60502,453,57
60503,282,40
60504,948,190
60505,2621,1065
60506,2458,596
60510,641,62
60513,861,107
60514,309,35
60515,545,60
60516,632,80
60517,922,150
60520,51,8
60521,690,168
60523,412,79
60525,1353,199
60526,588,51
60527,1186,181
60532,596,81
60534,451,99
60538,723,173
60540,956,85
60542,523,78
60543,791,164
60544,892,114
60545,445,96
60546,949,102
60548,277,42
60551,61,17
60552,78,6
60554,256,24
60555,408,79
60558,325,28
60559,991,242
60560,412,54
60561,693,84
60563,990,112
60564,853,98
60565,792,143
60585,477,54
60586,1354,223
60601,489,66
60602,86,10
60604,70,14
60605,1045,144
60606,335,41
60607,1312,343
60608,4038,1171
60609,3145,1065
60610,1362,178
60611,1534,109
60612,2586,487
60613,1538,314
60614,2622,413
60615,1947,289
60616,2058,306
60617,4060,728
60618,3362,800
60619,3644,704
60620,3841,864
60621,1628,402
60622,2068,433
60623,5168,2210
60624,2248,593
60625,3059,921
60626,2629,711
60628,3414,794
60629,5402,2009
60630,2280,512
60631,1562,190
60632,4582,1924
60633,1314,204
60634,4531,965
60636,1620,507
60637,2823,436
60638,3186,763
60639,5502,2124
60640,2861,610
60641,3239,882
60642,738,110
60643,3065,580
60644,3287,834
60645,2856,795
60646,1511,269
60647,3344,838
60649,2842,589
60651,3428,1082
60652,2161,596
60653,1960,380
60654,655,120
60655,1525,199
60656,1301,189
60657,2006,256
60659,1686,521
60660,1266,289
60661,290,32
60706,1414,247
60707,2438,547
60712,596,128
60714,1734,544
60803,832,174
60804,5213,1890
60805,710,182
60827,1275,252
60901,1784,328
60911,35,6
60912,20,6
60914,860,100
60915,384,37
60922,90,10
60927,120,42
60928,14,6
60950,570,59
60954,280,20
60955,35,10
60958,76,18
60964,126,19
60970,157,9
61008,893,220
61010,133,7
61012,35,7
61016,166,19
61021,612,58
61032,494,105
61054,98,6
61061,130,7
61064,60,9
61065,212,20
61068,811,114
61071,171,26
61072,201,21
61073,371,27
61080,171,25
61081,288,57
61084,32,6
61088,123,6
61101,1012,147
61102,823,120
61103,1043,123
61104,717,150
61107,1063,99
61108,987,159
61109,869,131
61111,590,51
61114,429,51
61115,547,53
61201,683,148
61235,51,8
61240,87,8
61241,124,14
61244,486,138
61252,56,13
61254,223,7
61264,193,19
61265,882,167
61270,92,6
61275,61,8
61282,155,32
61341,242,30
61342,115,15
61350,307,16
61354,199,6
61356,169,6
61401,892,68
61410,58,6
61443,229,16
61455,431,44
61462,443,95
61469,60,6
61525,158,6
61548,178,6
61554,776,17
61603,599,22
61604,892,24
61605,448,13
61610,103,6
61611,498,18
61614,687,43
61615,557,21
61701,1045,38
61704,837,24
61705,311,9
61761,982,38
61764,223,11
61801,561,25
61802,726,43
61820,647,46
61821,899,45
61822,666,30
61832,499,18
61853,365,11
61866,662,90
61874,214,11
61910,75,6
61920,348,46
61938,299,13
61953,139,11
62002,385,75
62010,90,11
62018,43,6
62024,66,7
62025,479,105
62034,177,50
62035,134,18
62040,428,64
62052,78,13
62056,157,12
62060,58,16
62062,156,7
62069,71,8
62088,210,6
62090,15,8
62095,106,15
62201,60,12
62203,121,26
62204,135,32
62205,153,37
62206,309,71
62207,137,51
62208,198,41
62220,212,84
62221,290,67
62223,164,41
62226,513,96
62230,87,7
62231,253,69
62232,65,8
62233,317,85
62234,307,42
62236,113,37
62239,35,11
62249,112,10
62254,97,24
62257,49,8
62258,81,14
62265,174,15
62269,301,62
62272,119,44
62274,96,9
62278,102,15
62285,34,6
62286,205,30
62288,143,31
62293,46,6
62294,116,16
62295,16,7
62298,162,38
62301,757,20
62305,147,15
62353,179,6
62448,211,36
62454,111,8
62471,125,16
62521,658,89
62522,142,23
62526,336,28
62565,71,9
62568,247,26
62618,459,54
62629,322,11
62650,477,26
62656,429,11
62664,81,9
62675,159,6
62681,127,6
62684,305,66
