update_date,update_time,County,Positive_Cases,Deaths,Tested,NOFO_Region,Metro_Area
08-31-2020,12:45,Alexander,44,0,"1,402",Southern,Cape_Girardeau
08-31-2020,12:45,Bond,144,3,"4,764",Southwest Central,St_Louis
08-31-2020,12:45,Boone,865,23,"11,248",Northern,Rockford
08-31-2020,12:45,Brown,20,0,"1,276",West Central,
08-31-2020,12:45,Bureau,370,7,"5,845",Northwest,
08-31-2020,12:45,Calhoun,26,0,825,Southwest Central,St_Louis
08-31-2020,12:45,Carroll,134,4,"2,541",Northwest,
08-31-2020,12:45,Cass,299,11,"3,964",Central,
08-31-2020,12:45,Champaign,"2,462",20,"229,327",Northeast Central,Champaign-Urbana
08-31-2020,12:45,Chicago,"71,285","2,877","916,087",Chicago,Chicago
08-31-2020,12:45,Christian,232,4,"8,571",Central,
08-31-2020,12:45,Clark,116,2,"3,377",Southeast Central,
08-31-2020,12:45,Clay,80,0,"2,423",Southeast Central,
08-31-2020,12:45,Clinton,715,17,"9,300",Southwest Central,St_Louis
08-31-2020,12:45,Coles,974,21,"19,197",Southeast Central,
08-31-2020,12:45,Cook,"55,292","2,181","760,994",Suburban,Chicago
08-31-2020,12:45,Crawford,78,0,"2,435",Southeast Central,
08-31-2020,12:45,Cumberland,140,3,"3,040",Southeast Central,
08-31-2020,12:45,De Witt,43,1,"2,641",North Central,Bloomington
08-31-2020,12:45,DeKalb,"1,110",35,"22,011",Northern,Elgin
08-31-2020,12:45,Douglas,222,5,"6,157",Northeast Central,
08-31-2020,12:45,DuPage,"14,615",533,"252,280",Collar,Chicago
08-31-2020,12:45,Edgar,83,0,"2,438",Southeast Central,
08-31-2020,12:45,Edwards,39,0,603,Southern,
08-31-2020,12:45,Effingham,535,1,"8,499",Southeast Central,
08-31-2020,12:45,Fayette,169,3,"3,857",Southeast Central,
08-31-2020,12:45,Ford,70,2,"3,446",Northeast Central,Champaign-Urbana
08-31-2020,12:45,Franklin,343,1,"8,598",Southern,
08-31-2020,12:45,Fulton,86,0,"7,122",North Central,
08-31-2020,12:45,Gallatin,63,2,582,Southern,
08-31-2020,12:45,Greene,115,1,"2,419",Central,
08-31-2020,12:45,Grundy,481,5,"8,464",Collar,Chicago
08-31-2020,12:45,Hamilton,45,0,"1,038",Southern,
08-31-2020,12:45,Hancock,138,2,"4,490",West Central,
08-31-2020,12:45,Hardin,18,0,583,Southern,
08-31-2020,12:45,Henderson,45,0,909,West Central,
08-31-2020,12:45,Henry,465,1,"12,384",Northwest,Davenport
08-31-2020,12:45,Iroquois,298,19,"8,429",Northeast Central,
08-31-2020,12:45,Jackson,929,21,"14,492",Southern,Carbondale-Marion
08-31-2020,12:45,Jasper,129,7,"2,016",Southeast Central,
08-31-2020,12:45,Jefferson,457,34,"6,994",Southern,
08-31-2020,12:45,Jersey,276,6,"4,302",Southwest Central,St_Louis
08-31-2020,12:45,Jo Daviess,176,2,"4,049",Northwest,
08-31-2020,12:45,Johnson,116,0,"2,014",Southern,
08-31-2020,12:45,Kane,"11,204",312,"136,282",Collar,Elgin
08-31-2020,12:45,Kankakee,"2,237",71,"39,396",Collar,Kankakee
08-31-2020,12:45,Kendall,"1,653",23,"26,631",Collar,Chicago
08-31-2020,12:45,Knox,458,3,"12,340",West Central,
08-31-2020,12:45,Lake,"14,594",466,"196,496",Collar,Lake
08-31-2020,12:45,LaSalle,"1,256",45,"23,420",Northwest,
08-31-2020,12:45,Lawrence,137,0,"3,611",Southeast Central,
08-31-2020,12:45,Lee,244,1,"5,556",Northwest,
08-31-2020,12:45,Livingston,193,4,"7,656",North Central,
08-31-2020,12:45,Logan,263,1,"10,281",Central,
08-31-2020,12:45,Macon,942,26,"27,279",Central,Decatur
08-31-2020,12:45,Macoupin,349,3,"14,305",Central,St_Louis
08-31-2020,12:45,Madison,"4,040",98,"56,941",Southwest Central,St_Louis
08-31-2020,12:45,Marion,272,0,"7,984",Southeast Central,
08-31-2020,12:45,Marshall,51,0,"2,288",North Central,Peoria
08-31-2020,12:45,Mason,86,1,"3,351",North Central,
08-31-2020,12:45,Massac,65,1,"2,136",Southern,
08-31-2020,12:45,McDonough,203,15,"5,464",West Central,
08-31-2020,12:45,McHenry,"3,855",115,"58,300",Collar,Chicago
08-31-2020,12:45,McLean,"1,788",16,"48,197",North Central,Bloomington
08-31-2020,12:45,Menard,70,0,"3,496",Central,Springfield
08-31-2020,12:45,Mercer,100,4,"3,291",Northwest,Davenport
08-31-2020,12:45,Monroe,454,14,"5,366",Southwest Central,St_Louis
08-31-2020,12:45,Montgomery,252,8,"9,531",Central,
08-31-2020,12:45,Morgan,481,18,"10,902",Central,
08-31-2020,12:45,Moultrie,161,1,"3,391",Southeast Central,
08-31-2020,12:45,Ogle,476,5,"10,900",Northern,
08-31-2020,12:45,Out Of State,2,0,"41,190",Out Of State,
08-31-2020,12:45,Peoria,"2,406",40,"65,225",North Central,Peoria
08-31-2020,12:45,Perry,291,9,"5,152",Southern,
08-31-2020,12:45,Piatt,79,0,"5,611",Northeast Central,Champaign-Urbana
08-31-2020,12:45,Pike,72,0,"2,082",West Central,
08-31-2020,12:45,Pope,19,1,442,Southern,
08-31-2020,12:45,Pulaski,121,1,"1,084",Southern,
08-31-2020,12:45,Putnam,20,0,763,Northwest,
08-31-2020,12:45,Randolph,739,7,"8,494",Southern,
08-31-2020,12:45,Richland,63,3,"3,485",Southeast Central,
08-31-2020,12:45,Rock Island,"2,212",54,"45,869",Northwest,Davenport
08-31-2020,12:45,Saline,164,3,"4,939",Southern,
08-31-2020,12:45,Sangamon,"1,784",37,"78,046",Central,Springfield
08-31-2020,12:45,Schuyler,21,0,"1,368",West Central,
08-31-2020,12:45,Scott,46,0,"1,561",Central,
08-31-2020,12:45,Shelby,201,3,"4,990",Central,
08-31-2020,12:45,St. Clair,"5,264",170,"61,053",Southwest Central,St_Louis
08-31-2020,12:45,Stark,24,0,"1,290",North Central,Peoria
08-31-2020,12:45,Stephenson,380,6,"8,798",Northern,
08-31-2020,12:45,Tazewell,"1,089",9,"43,432",North Central,Peoria
08-31-2020,12:45,Unassigned,60,0,"54,280",Unassigned,
08-31-2020,12:45,Union,426,24,"4,789",Southern,
08-31-2020,12:45,Vermilion,341,3,"19,007",Northeast Central,Danville
08-31-2020,12:45,Wabash,108,1,"1,867",Southern,
08-31-2020,12:45,Warren,258,1,"2,960",West Central,
08-31-2020,12:45,Washington,114,1,"2,218",Southwest Central,
08-31-2020,12:45,Wayne,111,2,"2,585",Southern,
08-31-2020,12:45,White,123,0,"2,414",Southern,
08-31-2020,12:45,Whiteside,507,19,"10,793",Northwest,
08-31-2020,12:45,Will,"11,546",359,"165,464",Collar,Chicago
08-31-2020,12:45,Williamson,908,12,"18,678",Southern,Carbondale-Marion
08-31-2020,12:45,Winnebago,"4,248",146,"66,675",Northern,Rockford
08-31-2020,12:45,Woodford,278,3,"8,711",North Central,Peoria
08-30-2020,12:45,Illinois,"233,355","8,019","4,016,782",Illinois,Illinois
08-30-2020,12:45,Adams,769,7,"24,799",West Central,
08-30-2020,12:45,Alexander,44,0,"1,398",Southern,Cape_Girardeau
08-30-2020,12:45,Bond,143,3,"4,729",Southwest Central,St_Louis
08-30-2020,12:45,Boone,860,23,"11,169",Northern,Rockford
08-30-2020,12:45,Brown,20,0,"1,272",West Central,
08-30-2020,12:45,Bureau,360,6,"5,776",Northwest,
08-30-2020,12:45,Calhoun,26,0,824,Southwest Central,St_Louis
08-30-2020,12:45,Carroll,133,4,"2,504",Northwest,
08-30-2020,12:45,Cass,297,11,"3,937",Central,
08-30-2020,12:45,Champaign,"2,423",20,"213,613",Northeast Central,Champaign-Urbana
08-30-2020,12:45,Chicago,"70,984","2,875","908,207",Chicago,Chicago
08-30-2020,12:45,Christian,231,4,"8,505",Central,
08-30-2020,12:45,Clark,116,2,"3,357",Southeast Central,
08-30-2020,12:45,Clay,78,0,"2,412",Southeast Central,
08-30-2020,12:45,Clinton,692,17,"9,116",Southwest Central,St_Louis
08-30-2020,12:45,Coles,952,21,"18,714",Southeast Central,
08-30-2020,12:45,Cook,"55,019","2,179","755,670",Suburban,Chicago
08-30-2020,12:45,Crawford,77,0,"2,416",Southeast Central,
08-30-2020,12:45,Cumberland,137,3,"3,005",Southeast Central,
08-30-2020,12:45,De Witt,42,1,"2,590",North Central,Bloomington
08-30-2020,12:45,DeKalb,"1,103",35,"21,827",Northern,Elgin
08-30-2020,12:45,Douglas,217,5,"6,069",Northeast Central,
08-30-2020,12:45,DuPage,"14,493",533,"250,153",Collar,Chicago
08-30-2020,12:45,Edgar,83,0,"2,424",Southeast Central,
08-30-2020,12:45,Edwards,39,0,599,Southern,
08-30-2020,12:45,Effingham,523,1,"8,406",Southeast Central,
08-30-2020,12:45,Fayette,165,3,"3,811",Southeast Central,
08-30-2020,12:45,Ford,70,2,"3,413",Northeast Central,Champaign-Urbana
08-30-2020,12:45,Franklin,337,1,"8,494",Southern,
08-30-2020,12:45,Fulton,84,0,"7,052",North Central,
08-30-2020,12:45,Gallatin,62,2,576,Southern,
08-30-2020,12:45,Greene,105,1,"2,373",Central,
08-30-2020,12:45,Grundy,474,5,"8,409",Collar,Chicago
08-30-2020,12:45,Hamilton,45,0,"1,028",Southern,
08-30-2020,12:45,Hancock,136,2,"4,437",West Central,
08-30-2020,12:45,Hardin,18,0,580,Southern,
08-30-2020,12:45,Henderson,44,0,895,West Central,
08-30-2020,12:45,Henry,460,1,"12,316",Northwest,Davenport
08-30-2020,12:45,Iroquois,296,19,"8,386",Northeast Central,
08-30-2020,12:45,Jackson,915,21,"14,240",Southern,Carbondale-Marion
08-30-2020,12:45,Jasper,124,7,"1,991",Southeast Central,
08-30-2020,12:45,Jefferson,455,34,"6,929",Southern,
08-30-2020,12:45,Jersey,275,6,"4,290",Southwest Central,St_Louis
08-30-2020,12:45,Jo Daviess,173,2,"3,921",Northwest,
08-30-2020,12:45,Johnson,115,0,"1,995",Southern,
08-30-2020,12:45,Kane,"11,155",312,"135,369",Collar,Elgin
08-30-2020,12:45,Kankakee,"2,216",71,"39,215",Collar,Kankakee
08-30-2020,12:45,Kendall,"1,644",23,"26,439",Collar,Chicago
08-30-2020,12:45,Knox,449,3,"12,180",West Central,
08-30-2020,12:45,Lake,"14,522",465,"195,364",Collar,Lake
08-30-2020,12:45,LaSalle,"1,237",45,"23,161",Northwest,
08-30-2020,12:45,Lawrence,135,0,"3,572",Southeast Central,
08-30-2020,12:45,Lee,241,1,"5,531",Northwest,
08-30-2020,12:45,Livingston,189,4,"7,544",North Central,
08-30-2020,12:45,Logan,260,1,"10,222",Central,
08-30-2020,12:45,Macon,936,26,"26,769",Central,Decatur
08-30-2020,12:45,Macoupin,345,3,"14,166",Central,St_Louis
08-30-2020,12:45,Madison,"3,982",98,"56,518",Southwest Central,St_Louis
08-30-2020,12:45,Marion,266,0,"7,871",Southeast Central,
08-30-2020,12:45,Marshall,46,0,"2,248",North Central,Peoria
08-30-2020,12:45,Mason,84,1,"3,322",North Central,
08-30-2020,12:45,Massac,65,1,"2,131",Southern,
08-30-2020,12:45,McDonough,196,15,"5,341",West Central,
08-30-2020,12:45,McHenry,"3,834",115,"57,900",Collar,Chicago
08-30-2020,12:45,McLean,"1,674",16,"46,891",North Central,Bloomington
08-30-2020,12:45,Menard,68,0,"3,455",Central,Springfield
08-30-2020,12:45,Mercer,99,4,"3,236",Northwest,Davenport
08-30-2020,12:45,Monroe,448,14,"5,339",Southwest Central,St_Louis
08-30-2020,12:45,Montgomery,248,8,"9,480",Central,
08-30-2020,12:45,Morgan,481,18,"10,836",Central,
08-30-2020,12:45,Moultrie,156,1,"3,328",Southeast Central,
08-30-2020,12:45,Ogle,473,5,"10,843",Northern,
08-30-2020,12:45,Peoria,"2,382",40,"64,431",North Central,Peoria
08-30-2020,12:45,Perry,287,8,"5,082",Southern,
08-30-2020,12:45,Piatt,78,0,"5,549",Northeast Central,Champaign-Urbana
08-30-2020,12:45,Pike,71,0,"2,074",West Central,
08-30-2020,12:45,Pope,19,1,437,Southern,
08-30-2020,12:45,Pulaski,121,1,"1,081",Southern,
08-30-2020,12:45,Putnam,19,0,751,Northwest,
08-30-2020,12:45,Randolph,730,7,"8,380",Southern,
08-30-2020,12:45,Richland,62,3,"3,456",Southeast Central,
08-30-2020,12:45,Rock Island,"2,189",54,"45,273",Northwest,Davenport
08-30-2020,12:45,Saline,162,3,"4,904",Southern,
08-30-2020,12:45,Sangamon,"1,751",37,"77,025",Central,Springfield
08-30-2020,12:45,Schuyler,21,0,"1,359",West Central,
08-30-2020,12:45,Scott,45,0,"1,554",Central,
08-30-2020,12:45,Shelby,194,3,"4,947",Central,
08-30-2020,12:45,St. Clair,"5,244",170,"60,713",Southwest Central,St_Louis
08-30-2020,12:45,Stark,22,0,"1,278",North Central,Peoria
08-30-2020,12:45,Stephenson,378,6,"8,772",Northern,
08-30-2020,12:45,Tazewell,"1,068",9,"42,975",North Central,Peoria
08-30-2020,12:45,Unassigned,81,0,"54,231",Unassigned,
08-30-2020,12:45,Union,424,24,"4,773",Southern,
08-30-2020,12:45,Vermilion,329,3,"18,732",Northeast Central,Danville
08-30-2020,12:45,Wabash,106,1,"1,858",Southern,
08-30-2020,12:45,Warren,255,1,"2,930",West Central,
08-30-2020,12:45,Washington,111,1,"2,182",Southwest Central,
08-30-2020,12:45,Wayne,101,2,"2,508",Southern,
08-30-2020,12:45,White,121,0,"2,352",Southern,
08-30-2020,12:45,Whiteside,503,19,"10,732",Northwest,
08-30-2020,12:45,Will,"11,447",359,"163,441",Collar,Chicago
08-30-2020,12:45,Williamson,879,12,"18,516",Southern,Carbondale-Marion
08-30-2020,12:45,Winnebago,"4,218",146,"66,272",Northern,Rockford
08-30-2020,12:45,Woodford,273,3,"8,587",North Central,Peoria
08-29-2020,12:45,Illinois,"231,363","8,008","3,973,089",Illinois,Illinois
08-29-2020,12:45,Adams,762,7,"24,758",West Central,
08-29-2020,12:45,Alexander,44,0,"1,394",Southern,Cape_Girardeau
08-29-2020,12:45,Bond,131,3,"4,432",Southwest Central,St_Louis
08-29-2020,12:45,Boone,856,23,"11,122",Northern,Rockford
08-29-2020,12:45,Brown,21,0,"1,245",West Central,
08-29-2020,12:45,Bureau,357,5,"5,736",Northwest,
08-29-2020,12:45,Calhoun,26,0,823,Southwest Central,St_Louis
08-29-2020,12:45,Carroll,132,4,"2,497",Northwest,
08-29-2020,12:45,Cass,298,11,"3,916",Central,
08-29-2020,12:45,Champaign,"2,368",20,"210,690",Northeast Central,Champaign-Urbana
08-29-2020,12:45,Chicago,"70,549","2,869","899,329",Chicago,Chicago
08-29-2020,12:45,Christian,230,4,"8,445",Central,
08-29-2020,12:45,Clark,116,2,"3,222",Southeast Central,
08-29-2020,12:45,Clay,74,0,"2,302",Southeast Central,
08-29-2020,12:45,Clinton,691,17,"9,053",Southwest Central,St_Louis
08-29-2020,12:45,Coles,937,21,"17,963",Southeast Central,
08-29-2020,12:45,Cook,"54,575","2,177","745,941",Suburban,Chicago
08-29-2020,12:45,Crawford,77,0,"2,396",Southeast Central,
08-29-2020,12:45,Cumberland,133,3,"2,953",Southeast Central,
08-29-2020,12:45,De Witt,41,1,"2,543",North Central,Bloomington
08-29-2020,12:45,DeKalb,"1,092",35,"21,558",Northern,Elgin
08-29-2020,12:45,Douglas,211,5,"5,954",Northeast Central,
08-29-2020,12:45,DuPage,"14,398",533,"248,121",Collar,Chicago
08-29-2020,12:45,Edgar,81,0,"2,410",Southeast Central,
08-29-2020,12:45,Edwards,38,0,580,Southern,
08-29-2020,12:45,Effingham,506,1,"8,252",Southeast Central,
08-29-2020,12:45,Fayette,163,3,"3,730",Southeast Central,
08-29-2020,12:45,Ford,71,2,"3,353",Northeast Central,Champaign-Urbana
08-29-2020,12:45,Franklin,335,1,"8,226",Southern,
08-29-2020,12:45,Fulton,80,0,"6,957",North Central,
08-29-2020,12:45,Gallatin,62,2,568,Southern,
08-29-2020,12:45,Greene,103,1,"2,367",Central,
08-29-2020,12:45,Grundy,471,5,"8,349",Collar,Chicago
08-29-2020,12:45,Hamilton,45,0,"1,011",Southern,
08-29-2020,12:45,Hancock,132,2,"4,420",West Central,
08-29-2020,12:45,Hardin,18,0,577,Southern,
08-29-2020,12:45,Henderson,44,0,871,West Central,
08-29-2020,12:45,Henry,454,1,"12,243",Northwest,Davenport
08-29-2020,12:45,Iroquois,294,19,"8,081",Northeast Central,
08-29-2020,12:45,Jackson,909,21,"13,977",Southern,Carbondale-Marion
08-29-2020,12:45,Jasper,124,7,"1,965",Southeast Central,
08-29-2020,12:45,Jefferson,447,34,"6,847",Southern,
08-29-2020,12:45,Jersey,275,6,"4,270",Southwest Central,St_Louis
08-29-2020,12:45,Jo Daviess,173,2,"3,899",Northwest,
08-29-2020,12:45,Johnson,113,0,"1,924",Southern,
08-29-2020,12:45,Kane,"11,099",312,"134,255",Collar,Elgin
08-29-2020,12:45,Kankakee,"2,168",71,"38,684",Collar,Kankakee
08-29-2020,12:45,Kendall,"1,638",23,"26,170",Collar,Chicago
08-29-2020,12:45,Knox,441,3,"11,890",West Central,
08-29-2020,12:45,Lake,"14,455",464,"193,339",Collar,Lake
08-29-2020,12:45,LaSalle,"1,219",45,"22,766",Northwest,
08-29-2020,12:45,Lawrence,111,0,"3,440",Southeast Central,
08-29-2020,12:45,Lee,238,1,"5,465",Northwest,
08-29-2020,12:45,Livingston,181,4,"7,436",North Central,
08-29-2020,12:45,Logan,259,1,"10,129",Central,
08-29-2020,12:45,Macon,925,26,"26,537",Central,Decatur
08-29-2020,12:45,Macoupin,345,3,"14,074",Central,St_Louis
08-29-2020,12:45,Madison,"3,956",97,"56,005",Southwest Central,St_Louis
08-29-2020,12:45,Marion,263,0,"7,756",Southeast Central,
08-29-2020,12:45,Marshall,46,0,"2,223",North Central,Peoria
08-29-2020,12:45,Mason,81,1,"3,266",North Central,
08-29-2020,12:45,Massac,65,1,"2,114",Southern,
08-29-2020,12:45,McDonough,194,15,"5,219",West Central,
08-29-2020,12:45,McHenry,"3,793",115,"57,350",Collar,Chicago
08-29-2020,12:45,McLean,"1,474",16,"45,649",North Central,Bloomington
08-29-2020,12:45,Menard,68,0,"3,430",Central,Springfield
08-29-2020,12:45,Mercer,98,4,"3,207",Northwest,Davenport
08-29-2020,12:45,Monroe,444,14,"5,111",Southwest Central,St_Louis
08-29-2020,12:45,Montgomery,246,8,"9,303",Central,
08-29-2020,12:45,Morgan,481,18,"10,803",Central,
08-29-2020,12:45,Moultrie,155,1,"3,259",Southeast Central,
08-29-2020,12:45,Ogle,471,5,"10,749",Northern,
08-29-2020,12:45,Peoria,"2,325",40,"63,346",North Central,Peoria
08-29-2020,12:45,Perry,288,8,"4,809",Southern,
08-29-2020,12:45,Piatt,78,0,"5,417",Northeast Central,Champaign-Urbana
08-29-2020,12:45,Pike,68,0,"2,062",West Central,
08-29-2020,12:45,Pope,18,1,430,Southern,
08-29-2020,12:45,Pulaski,121,1,"1,069",Southern,
08-29-2020,12:45,Putnam,17,0,747,Northwest,
08-29-2020,12:45,Randolph,725,7,"8,302",Southern,
08-29-2020,12:45,Richland,62,3,"3,401",Southeast Central,
08-29-2020,12:45,Rock Island,"2,164",54,"44,857",Northwest,Davenport
08-29-2020,12:45,Saline,163,3,"4,837",Southern,
08-29-2020,12:45,Sangamon,"1,744",37,"76,594",Central,Springfield
08-29-2020,12:45,Schuyler,19,0,"1,356",West Central,
08-29-2020,12:45,Scott,45,0,"1,538",Central,
08-29-2020,12:45,Shelby,192,3,"4,874",Central,
08-29-2020,12:45,St. Clair,"5,227",170,"60,104",Southwest Central,St_Louis
08-29-2020,12:45,Stark,21,0,"1,265",North Central,Peoria
08-29-2020,12:45,Stephenson,376,6,"8,677",Northern,
08-29-2020,12:45,Tazewell,"1,045",9,"42,310",North Central,Peoria
08-29-2020,12:45,Unassigned,75,0,"54,122",Unassigned,
08-29-2020,12:45,Union,422,24,"4,685",Southern,
08-29-2020,12:45,Vermilion,327,3,"18,481",Northeast Central,Danville
08-29-2020,12:45,Wabash,105,1,"1,835",Southern,
08-29-2020,12:45,Warren,250,1,"2,853",West Central,
08-29-2020,12:45,Washington,111,1,"2,158",Southwest Central,
08-29-2020,12:45,Wayne,96,2,"2,423",Southern,
08-29-2020,12:45,White,119,0,"2,033",Southern,
08-29-2020,12:45,Whiteside,501,19,"10,686",Northwest,
08-29-2020,12:45,Will,"11,371",359,"162,290",Collar,Chicago
08-29-2020,12:45,Williamson,860,12,"18,173",Southern,Carbondale-Marion
