Zip,Tested,Positive_Cases
60002,"5,064",291
60004,"24,819",835
60005,"14,170",536
60007,"11,891",696
60008,"10,993",677
60009,72,6
60010,"15,633",673
60012,"3,578",179
60013,"6,540",345
60014,"14,028",865
60015,"11,856",470
60016,"23,641","1,774"
60018,"15,259","1,065"
60020,"3,468",151
60021,"1,265",69
60022,"3,400",95
60025,"16,564",815
60026,"7,865",301
60029,276,23
60030,"12,230",560
60031,"14,660",853
60033,"4,963",519
60034,621,31
60035,"16,406",507
60040,"3,746",263
60041,"2,710",149
60042,"2,185",128
60043,"1,049",44
60044,"6,308",217
60045,"9,283",280
60046,"10,544",602
60047,"17,757",913
60048,"11,043",433
60050,"9,658",510
60051,"6,719",339
60053,"12,284",568
60056,"19,101","1,196"
60060,"11,479",873
60061,"8,964",417
60062,"25,300",677
60064,"6,538","1,379"
60067,"20,265",791
60068,"15,931",743
60069,"7,515",184
60070,"7,459",468
60071,"1,113",62
60072,273,9
60073,"21,774","2,146"
60074,"12,880",968
60076,"15,279",924
60077,"13,205",695
60079,722,16
60081,"2,349",153
60083,"3,625",226
60084,"6,698",326
60085,"33,659","3,839"
60087,"11,516","1,238"
60088,"2,461",562
60089,"14,697",628
60090,"17,512","1,313"
60091,"10,418",387
60093,"8,269",351
60096,"1,853",143
60097,"3,052",164
60098,"12,371",773
60099,"12,102","1,111"
60101,"13,093","1,476"
60102,"8,912",626
60103,"15,565",913
60104,"7,847",727
60106,"9,485",831
60107,"15,122","1,327"
60108,"13,705",691
60109,523,20
60110,"11,371","1,408"
60112,"1,593",103
60115,"19,290","1,053"
60118,"4,713",281
60119,"3,428",159
60120,"16,897","2,275"
60121,183,7
60123,"19,585","1,686"
60124,"7,729",475
60126,"22,541","1,105"
60129,76,7
60130,"11,429",337
60131,"6,697",712
60133,"14,944","1,390"
60134,"11,142",598
60135,"2,323",139
60136,"2,370",192
60137,"15,777",686
60139,"12,408","1,179"
60140,"5,455",357
60141,"1,650",32
60142,"9,424",447
60143,"4,536",363
60145,647,39
60146,912,61
60148,"21,264",998
60150,542,25
60151,"1,201",53
60152,"3,644",203
60153,"9,120",844
60154,"7,204",420
60155,"3,052",287
60156,"7,714",517
60157,826,45
60159,43,6
60160,"10,347","1,260"
60161,71,6
60162,"4,751",273
60163,"2,178",226
60164,"14,075",947
60165,"1,572",267
60168,69,7
60169,"10,944",776
60171,"3,887",298
60172,"8,582",581
60173,"3,664",259
60174,"14,572",686
60175,"12,359",534
60176,"3,712",431
60177,"10,295",738
60178,"7,127",306
60180,416,18
