Zip,Tested,Positive_Cases
60002,"5,097",294
60004,"24,952",838
60005,"14,236",541
60007,"11,967",705
60008,"11,048",689
60009,72,6
60010,"15,932",684
60012,"3,608",179
60013,"6,586",348
60014,"14,259",874
60015,"11,927",477
60016,"23,795","1,793"
60018,"15,355","1,070"
60020,"3,488",151
60021,"1,273",69
60022,"3,422",95
60025,"16,664",825
60026,"7,893",303
60029,277,23
60030,"12,293",564
60031,"14,734",859
60033,"5,003",522
60034,628,32
60035,"16,491",513
60040,"3,781",265
60041,"2,730",152
60042,"2,209",130
60043,"1,053",45
60044,"6,336",219
60045,"9,318",283
60046,"10,585",607
60047,"17,849",921
60048,"11,099",435
60050,"9,755",512
60051,"6,768",340
60053,"12,370",574
60056,"19,226","1,206"
60060,"11,547",877
60061,"9,002",420
60062,"25,506",683
60064,"6,556","1,383"
60067,"20,364",798
60068,"16,040",751
60069,"7,586",185
60070,"7,494",472
60071,"1,118",62
60072,278,9
60073,"21,885","2,162"
60074,"12,962",980
60076,"15,387",935
60077,"13,502",696
60079,723,16
60081,"2,367",154
60083,"3,636",228
60084,"6,789",326
60085,"33,791","3,847"
60087,"11,630","1,243"
60088,"2,471",562
60089,"14,824",636
60090,"17,583","1,320"
60091,"10,497",391
60093,"8,303",356
60096,"1,860",143
60097,"3,074",165
60098,"12,515",782
60099,"12,181","1,114"
60101,"13,168","1,483"
60102,"8,990",636
60103,"15,682",925
60104,"7,875",729
60106,"9,531",841
60107,"15,186","1,344"
60108,"13,829",701
60109,525,20
60110,"11,443","1,428"
60112,"1,612",105
60115,"19,564","1,064"
60118,"4,753",286
60119,"3,452",160
60120,"17,014","2,301"
60121,183,7
60123,"19,781","1,703"
60124,"7,828",482
60126,"22,656","1,114"
60129,76,7
60130,"11,461",339
60131,"6,734",718
60133,"15,017","1,401"
60134,"11,238",606
60135,"2,353",140
60136,"2,391",196
60137,"15,987",701
60139,"12,503","1,189"
60140,"5,503",362
60141,"1,652",32
60142,"9,533",453
60143,"4,565",369
60145,651,40
60146,914,62
60148,"21,392","1,009"
60150,546,25
60151,"1,209",54
60152,"3,690",207
60153,"9,158",850
60154,"7,249",422
60155,"3,066",290
60156,"7,780",523
60157,832,46
60159,43,6
60160,"10,401","1,264"
60161,72,6
60162,"4,772",277
60163,"2,189",226
60164,"14,238",953
60165,"1,578",267
60168,69,7
60169,"10,989",782
60171,"3,906",300
60172,"8,626",585
60173,"3,680",260
60174,"14,664",689
60175,"12,442",544
60176,"3,733",434
60177,"10,456",750
60178,"7,206",310
60180,424,19
60181,"10,677",688
60184,787,60
60185,"14,592","1,308"
60187,"17,743",437
60188,"15,885","1,121"
60189,"12,055",455
60190,"5,045",186
60191,"4,796",441
60192,"4,646",213
60193,"16,092",735
60194,"9,782",370
60195,"1,276",67
60201,"22,754",629
60202,"18,791",663
60203,"2,053",75
60301,"1,402",67
60302,"16,552",523
60304,"8,058",231
60305,"5,266",195
60401,"3,874",198
60402,"26,900","2,869"
60403,"6,835",483
60404,"6,886",397
60406,"10,823","1,021"
60407,407,16
60408,"1,942",100
60409,"15,330","1,214"
60410,"3,623",267
60411,"25,926","1,928"
60415,"5,911",479
60416,"2,623",168
60417,"8,525",420
60418,"3,314",269
60419,"11,382",728
60420,"1,462",51
60421,930,49
60422,"4,300",234
60423,"10,115",663
60424,499,29
60425,"4,549",292
60426,"10,572",879
60428,"4,624",399
60429,"6,820",460
60430,"8,708",503
60431,"9,027",660
60432,"6,875",833
60433,"6,217",607
60434,"2,137",310
60435,"20,558","1,540"
60436,"6,956",574
60438,"11,783","1,006"
60439,"10,365",524
60440,"23,485","1,612"
60441,"9,571",721
60442,"2,848",192
60443,"9,146",730
60444,373,16
60445,"8,460",506
60446,"15,682","1,171"
60447,"3,808",220
60448,"6,988",436
60449,"3,100",190
60450,"5,251",371
60451,"10,147",622
60452,"8,665",708
60453,"23,843","1,930"
60454,57,8
60455,"7,162",695
