County,Tested,Positive_Cases,Deaths
Illinois,2570465,173731,7446
Adams,15638,355,1
Alexander,1014,35,0
Bond,2138,41,2
Boone,7977,708,23
Brown,907,12,0
Bureau,3646,84,2
Calhoun,390,6,0
Carroll,1372,36,2
Cass,2578,174,11
Champaign,63911,1425,18
Chicago,628935,59691,2765
Christian,4498,80,4
Clark,1902,63,0
Clay,1554,10,0
Clinton,5668,311,17
Coles,10223,327,20
Cook,518226,43750,2092
Crawford,1447,30,0
Cumberland,1703,39,2
De Witt,1623,26,0
DeKalb,13858,788,25
Douglas,3260,101,2
DuPage,164211,11005,510
Edgar,1704,25,0
Edwards,371,7,0
Effingham,4443,67,1
Fayette,2304,44,3
Ford,2200,38,1
Franklin,5007,105,0
Fulton,4224,24,0
Gallatin,363,39,0
Greene,1370,17,0
Grundy,5784,254,5
Hamilton,670,13,0
Hancock,2870,27,1
Hardin,375,16,0
Henderson,549,9,0
Henry,7743,178,1
Iroquois,5511,235,7
Jackson,8965,556,19
Jasper,1280,50,7
Jefferson,4380,163,17
Jersey,1947,59,1
Jo Daviess,2535,103,1
Johnson,1223,49,0
Kane,87744,8820,293
Kankakee,26283,1624,66
Kendall,17251,1225,21
Knox,6148,223,1
Lake,132897,11608,439
LaSalle,13144,428,18
Lawrence,1931,38,0
Lee,3532,129,2
Livingston,4145,76,2
Logan,6204,67,0
Macon,14536,386,22
Macoupin,8451,117,3
Madison,34804,1942,71
Marion,4807,116,0
Marshall,1413,17,0
Mason,2075,40,0
Massac,1496,31,0
McDonough,3589,121,15
McHenry,37843,2743,111
McLean,22924,487,15
Menard,2276,40,0
Mercer,1959,49,0
Monroe,3421,230,13
Montgomery,6152,128,5
Morgan,6270,161,5
Moultrie,1793,50,0
Ogle,6843,361,5
Peoria,36425,1066,33
Perry,2733,92,1
Piatt,3284,34,0
Pike,1348,11,0
Pope,252,7,0
Pulaski,735,90,0
Putnam,406,7,0
Randolph,5166,411,7
Richland,2278,11,0
Rock Island,31584,1467,30
Saline,2795,83,0
Sangamon,49734,850,33
Schuyler,829,14,0
Scott,818,6,0
Shelby,2757,41,1
St. Clair,37650,3264,154
Stark,812,6,0
Stephenson,6587,311,6
Tazewell,23031,290,8
Unassigned,48174,55,0
Union,3201,273,21
Vermilion,11269,181,2
Wabash,953,26,0
Warren,1787,172,0
Washington,1360,50,0
Wayne,1522,32,1
White,1310,49,0
Whiteside,6979,289,16
Will,110679,8191,338
Williamson,10640,270,5
Winnebago,48738,3570,120
Woodford,4593,75,3
