County,Tested,Positive_Cases,Deaths
Illinois,2388193,166925,7367
Adams,14224,302,1
Alexander,870,33,0
Bond,1861,30,1
Boone,7378,669,22
Brown,663,12,0
Bureau,3376,65,2
Calhoun,372,4,0
Carroll,1209,27,2
Cass,2446,161,11
Champaign,56929,1318,17
Chicago,586719,58080,2743
Christian,4049,65,4
Clark,1737,51,0
Clay,1494,9,0
Clinton,5308,288,17
Coles,9306,273,17
Cook,487043,42715,2067
Crawford,1350,28,0
Cumberland,1594,37,1
De Witt,1509,24,0
DeKalb,13208,749,24
Douglas,2814,92,1
DuPage,151788,10627,502
Edgar,1619,20,0
Edwards,349,6,0
Effingham,4074,51,1
Fayette,2182,40,3
Ford,2060,35,1
Franklin,4328,84,0
Fulton,3964,20,0
Gallatin,310,26,0
Greene,1279,14,0
Grundy,5322,231,5
Hamilton,584,11,0
Hancock,2771,22,1
Hardin,331,9,0
Henderson,502,8,0
Henry,6951,153,1
Iroquois,5107,202,5
Jackson,7861,450,19
Jasper,1220,49,7
Jefferson,4021,142,17
Jersey,1807,57,1
Jo Daviess,2393,84,1
Johnson,1103,47,0
Kane,82271,8544,294
Kankakee,25028,1563,66
Kendall,16096,1160,21
Knox,5563,199,1
Lake,123806,11159,438
LaSalle,12349,379,18
Lawrence,1722,32,0
Lee,3299,120,2
Livingston,3898,65,2
Logan,5794,59,0
Macon,12973,297,22
Macoupin,7937,101,3
Madison,30417,1651,71
Marion,4478,107,0
Marshall,1313,15,0
Mason,1973,36,0
Massac,1401,26,0
McDonough,3413,119,15
McHenry,35349,2593,111
McLean,20598,432,15
Menard,2094,37,0
Mercer,1816,42,0
Monroe,3159,210,13
Montgomery,5337,115,3
Morgan,5978,148,5
Moultrie,1636,37,0
Ogle,6495,346,5
Peoria,32883,915,32
Perry,2578,80,1
Piatt,2919,30,0
Pike,1232,9,0
Pope,231,3,0
Pulaski,707,88,0
Putnam,371,4,0
Randolph,4790,384,7
Richland,2120,9,0
Rock Island,29553,1401,30
Saline,2452,64,0
Sangamon,46041,747,33
Schuyler,794,14,0
Scott,694,6,0
Shelby,2535,32,1
St. Clair,34078,2951,152
Stark,778,6,0
Stephenson,6382,296,6
Tazewell,20541,251,8
Unassigned,46800,36,0
Union,2977,256,21
Vermilion,9723,146,2
Wabash,938,25,0
Warren,1553,160,0
Washington,1239,40,0
Wayne,1472,27,1
White,1209,34,0
Whiteside,6436,264,16
Will,104228,7925,338
Williamson,9538,222,4
Winnebago,45461,3418,113
Woodford,4133,66,3
