County,Tested,Positive_Cases,Deaths
Illinois,3541183,213721,7833
Adams,22516,692,7
Alexander,1352,40,0
Bond,3993,95,3
Boone,10301,796,23
Brown,1193,16,0
Bureau,5106,291,4
Calhoun,661,19,0
Carroll,2175,97,4
Cass,3651,272,11
Champaign,130028,1835,20
Chicago,825395,67468,2837
Christian,7547,167,4
Clark,2902,104,2
Clay,2085,51,0
Clinton,8133,548,17
Coles,15404,697,21
Cook,680342,51289,2151
Crawford,1969,43,0
Cumberland,2540,86,3
De Witt,2318,37,1
DeKalb,19371,1017,33
Douglas,5033,167,3
DuPage,225103,13410,528
Edgar,2157,49,0
Edwards,517,28,0
Effingham,6957,317,1
Fayette,3203,97,3
Ford,2925,63,2
Franklin,7144,270,1
Fulton,6208,58,0
Gallatin,519,57,2
Greene,2158,87,0
Grundy,7584,410,5
Hamilton,928,42,0
Hancock,3770,106,1
Hardin,553,18,0
Henderson,718,25,0
Henry,10638,337,1
Iroquois,7262,281,14
Jackson,12704,814,20
Jasper,1722,75,7
Jefferson,6079,369,31
Jersey,3632,199,2
Jo Daviess,3674,152,2
Johnson,1711,87,0
Kane,121728,10516,306
Kankakee,34719,1960,71
Kendall,23847,1535,23
Knox,9917,395,2
Lake,177960,13668,453
LaSalle,20164,1031,38
Lawrence,3024,74,0
Lee,4880,205,1
Livingston,6428,157,3
Logan,8899,211,1
Macon,23284,785,23
Macoupin,12825,274,3
Madison,50820,3366,88
Marion,6608,209,0
Marshall,1966,36,0
Mason,2934,66,0
Massac,1948,47,0
McDonough,4806,160,15
McHenry,52327,3496,115
McLean,39799,896,16
Menard,3172,61,0
Mercer,2794,83,4
Monroe,4769,373,13
Montgomery,8444,199,8
Morgan,9952,422,17
Moultrie,2819,124,0
Ogle,9736,450,5
Out Of State,38781,3,0
Peoria,56452,2050,38
Perry,4246,242,5
Piatt,4931,71,0
Pike,1860,41,0
Pope,384,11,0
Pulaski,973,102,1
Putnam,641,13,0
Randolph,7379,596,7
Richland,3030,46,1
Rock Island,40807,1944,45
Saline,4313,149,2
Sangamon,70273,1544,35
Schuyler,1276,19,0
Scott,1375,36,0
Shelby,4256,123,2
St. Clair,54240,4664,166
Stark,1136,9,0
Stephenson,8067,355,6
Tazewell,37655,852,9
Unassigned,52813,52,0
Union,4276,382,23
Vermilion,16479,276,2
Wabash,1494,80,1
Warren,2537,213,0
Washington,1845,80,1
Wayne,2171,82,2
White,1859,101,0
Whiteside,9612,418,18
Will,147415,10357,353
Williamson,15815,637,8
Winnebago,61486,3981,136
Woodford,7411,214,3
