Zip,Tested,Positive_Cases
60002,3107,178
60004,15151,511
60005,7816,339
60007,6643,477
60008,6993,478
60010,8602,374
60012,1695,130
60013,3833,241
60014,7988,541
60015,6468,296
60016,14283,1358
60018,8304,810
60020,2006,83
60021,737,46
60022,1920,57
60025,9493,577
60026,5399,223
60029,168,17
60030,7193,345
60031,8872,545
60033,2753,346
60034,310,9
60035,9303,364
60040,1559,187
60041,1663,84
60042,1333,89
60043,576,23
60044,3155,135
60045,4905,166
60046,6283,391
60047,11041,666
60048,5832,275
60050,5693,357
60051,3917,201
60053,6411,410
60056,11305,854
60060,6922,624
60061,5159,277
60062,12694,459
60064,3923,756
60067,11007,431
60068,8664,452
60069,4349,127
60070,4135,329
60071,609,26
60073,14221,1584
60074,7255,641
60076,9565,697
60077,6873,529
60079,181,15
60081,1331,85
60083,2168,161
60084,3239,235
60085,20276,3077
60087,7371,943
60088,1336,511
60089,8394,443
60090,9811,1013
60091,6030,243
60093,4734,230
60096,1139,92
60097,1692,86
60098,7408,559
60099,7321,810
60101,8314,1039
60102,5152,371
60103,8171,502
60104,5192,587
60106,6329,636
60107,9007,859
60108,7837,469
60109,409,15
60110,7140,1019
60112,760,55
60115,8135,476
60118,2813,138
60119,1797,86
60120,11206,1683
60123,11822,1192
60124,4363,278
60126,11873,618
60130,7017,235
60131,4103,482
60133,8922,997
60134,5675,330
60135,1223,89
60136,1323,110
60137,8726,407
60139,7700,847
60140,3014,199
60141,1316,26
60142,4942,229
60143,2604,246
60145,305,17
60146,424,24
60148,11157,649
60150,273,12
60151,603,28
60152,1917,115
60153,5832,682
60154,4514,280
60155,1860,226
60156,4441,314
60157,445,23
60160,6233,950
60162,3093,211
60163,1304,149
60164,8324,721
60165,1067,219
60168,41,7
60169,6616,552
60171,2376,184
60172,5018,347
60173,2036,157
60174,7272,411
60175,4970,320
60176,2225,268
60177,5000,486
60178,3540,162
60180,218,7
60181,6020,454
60184,410,22
60185,8160,981
60187,8527,263
60188,9268,718
60189,6610,268
60190,2951,115
60191,2879,289
60192,2516,118
60193,8459,418
60194,5526,248
60195,689,32
60201,11235,426
60202,9138,535
60203,1213,46
60301,801,44
60302,9615,350
60304,4549,139
60305,2914,113
60401,1841,75
60402,16631,1955
60403,4273,332
60404,3791,219
60406,6776,740
60408,1127,43
60409,10506,939
60410,2144,127
60411,14618,1363
60415,3474,331
60416,1296,65
60417,3999,249
60418,1539,170
60419,7003,583
60420,800,21
60421,535,24
60422,2722,162
60423,5608,343
60424,287,12
60425,3086,231
60426,7260,652
60428,3202,310
60429,4666,369
60430,5376,371
60431,5700,378
60432,4474,656
60433,4260,449
60434,1858,240
60435,12302,1010
60436,4317,392
60438,7257,637
60439,4980,247
60440,14496,1191
60441,5302,408
60442,1566,90
60443,6085,551
60444,211,8
60445,4765,296
60446,9435,774
60447,2212,105
60448,3801,249
60449,1966,127
60450,3384,179
60451,5089,311
60452,5172,368
60453,13971,1256
60455,4995,528
60456,858,69
60457,3094,222
60458,3050,273
60459,6216,680
60461,1409,102
60462,8797,626
60463,3433,325
60464,1947,108
60465,3242,453
60466,6593,636
60467,4606,343
60468,1107,67
60469,1325,150
60471,3748,314
60472,1322,95
60473,7901,654
60475,1933,136
60476,677,39
60477,7203,477
60478,5639,487
