County,Tested,Positive_Cases,Deaths
Illinois,3740191,221790,7888
Adams,23488,727,7
Alexander,1376,40,0
Bond,4239,107,3
Boone,10637,827,23
Brown,1209,16,0
Bureau,5296,322,4
Calhoun,681,22,0
Carroll,2322,115,4
Cass,3749,287,11
Champaign,163919,2078,20
Chicago,861910,69022,2855
Christian,7920,185,4
Clark,3074,112,2
Clay,2196,60,0
Clinton,8573,606,17
Coles,16902,786,21
Cook,712939,52855,2160
Crawford,2147,57,0
Cumberland,2734,109,3
De Witt,2417,38,1
DeKalb,20347,1048,33
Douglas,5634,189,4
DuPage,236542,13909,530
Edgar,2273,61,0
Edwards,554,31,0
Effingham,7596,398,1
Fayette,3394,120,3
Ford,3166,70,2
Franklin,7671,293,1
Fulton,6633,73,0
Gallatin,539,60,2
Greene,2252,98,0
Grundy,7954,436,5
Hamilton,974,42,0
Hancock,4056,116,1
Hardin,568,18,0
Henderson,791,36,0
Henry,11354,396,1
Iroquois,7729,284,18
Jackson,13219,851,20
Jasper,1836,89,7
Jefferson,6468,402,31
Jersey,3849,229,2
Jo Daviess,3769,166,2
Johnson,1792,95,0
Kane,127440,10796,308
Kankakee,36628,2050,71
Kendall,25014,1588,23
Knox,10936,425,3
Lake,184842,13937,455
LaSalle,21580,1115,39
Lawrence,3231,87,0
Lee,5142,218,1
Livingston,6930,170,3
Logan,9349,228,1
Macon,25062,852,24
Macoupin,13262,301,3
Madison,53234,3606,91
Marion,7146,234,0
Marshall,2069,39,0
Mason,3070,72,1
Massac,2032,56,0
McDonough,4938,161,15
McHenry,54695,3620,115
McLean,42359,1138,16
Menard,3268,63,0
Mercer,3008,90,4
Monroe,4942,402,14
Montgomery,8788,223,8
Morgan,10332,448,17
Moultrie,2976,133,0
Ogle,10180,459,5
Out Of State,39674,1,0
Peoria,59471,2190,38
Perry,4605,271,6
Piatt,5182,70,0
Pike,1948,57,0
Pope,396,11,0
Pulaski,1011,106,1
Putnam,681,13,0
Randolph,7893,647,7
Richland,3225,54,1
Rock Island,42581,2026,46
Saline,4527,155,2
Sangamon,72877,1637,37
Schuyler,1303,19,0
Scott,1440,41,0
Shelby,4553,153,2
St. Clair,57104,4958,166
Stark,1182,10,0
Stephenson,8377,368,6
Tazewell,39624,951,9
Unassigned,53542,46,0
Union,4499,400,23
Vermilion,17349,298,2
Wabash,1749,93,1
Warren,2682,230,0
Washington,1930,92,1
Wayne,2297,86,2
White,1940,113,0
Whiteside,10040,444,18
Will,154645,10830,354
Williamson,16803,716,9
Winnebago,63667,4069,139
Woodford,7849,242,3
