Zip,Tested,Positive_Cases
60002,3181,181
60004,15919,526
60005,8097,350
60007,6896,489
60008,7165,483
60010,8859,382
60012,1744,133
60013,3980,244
60014,8269,552
60015,6667,300
60016,14824,1368
60018,8502,824
60020,2084,85
60021,767,47
60022,1982,58
60025,9819,585
60026,5517,227
60029,174,18
60030,7410,352
60031,9110,552
60033,2835,358
60034,333,15
60035,9617,365
60040,1604,188
60041,1717,85
60042,1380,91
60043,603,26
60044,3259,139
60045,5036,168
60046,6461,398
60047,11400,680
60048,5993,277
60050,5896,363
60051,4043,203
60053,6649,410
60056,11683,865
60060,7132,646
60061,5331,285
60062,13121,468
60064,4013,762
60067,11368,443
60068,8995,468
60069,4517,130
60070,4241,335
60071,637,29
60073,14537,1615
60074,7534,650
60076,9882,715
60077,7072,537
60079,181,15
60081,1373,88
60083,2210,163
60084,3480,240
60085,20762,3104
60087,7610,953
60088,1379,512
60089,8742,452
60090,10175,1029
60091,6255,249
60093,4907,235
60096,1161,92
60097,1736,91
60098,7602,575
60099,7486,817
60101,8569,1059
60102,5326,378
60103,8505,524
60104,5363,604
60106,6483,648
60107,9341,891
60108,8042,478
60109,414,18
60110,7359,1038
60112,798,56
60115,8479,485
60118,2919,141
60119,1877,88
60120,11489,1700
60123,12205,1213
60124,4547,286
60126,12493,641
60130,7166,237
60131,4250,493
60133,9384,1023
60134,5917,338
60135,1277,89
60136,1382,111
60137,9072,423
60139,7957,855
60140,3133,205
60141,1348,26
60142,5135,240
60143,2690,258
60145,316,17
60146,443,24
60148,11565,669
60150,280,12
60151,632,28
60152,1989,116
60153,6024,691
60154,4653,286
60155,1910,231
60156,4592,319
60157,471,27
60160,6468,977
60162,3175,217
60163,1356,152
60164,8662,731
60165,1105,221
60168,42,7
60169,6839,561
60171,2442,189
60172,5216,363
60173,2129,162
60174,7547,425
60175,5217,328
60176,2302,273
60177,5178,495
60178,3708,166
60180,227,7
60181,6222,463
60184,428,25
60185,8753,997
60187,8871,268
60188,9614,741
60189,6898,279
60190,3059,124
60191,2950,291
60192,2621,124
60193,8758,431
60194,5931,258
60195,723,33
60201,11690,428
60202,9485,541
60203,1241,46
60301,838,45
60302,9884,360
60304,4710,139
60305,3032,117
60401,1887,75
60402,17137,2000
60403,4428,349
60404,3928,226
60406,6984,754
60408,1174,47
60409,10786,954
60410,2211,129
60411,14986,1391
60415,3577,343
60416,1355,71
60417,4115,258
60418,1577,174
60419,7164,589
60420,834,24
60421,550,26
60422,2816,166
60423,5801,351
60424,300,13
60425,3178,233
60426,7440,661
60428,3282,314
60429,4799,375
60430,5524,376
60431,5865,389
60432,4666,681
60433,4349,462
60434,1863,240
60435,12777,1050
60436,4441,407
60438,7473,648
60439,5281,261
60440,14868,1206
60441,5509,421
60442,1618,95
60443,6231,567
60444,214,9
60445,4887,307
60446,9714,786
60447,2309,114
60448,3937,259
60449,2018,130
60450,3458,188
60451,5281,327
60452,5344,386
60453,14516,1307
60455,5107,538
60456,885,72
60457,3175,234
60458,3144,287
60459,6397,698
60461,1448,103
60462,9185,640
60463,3528,331
60464,1999,108
60465,3372,468
60466,6770,642
60467,4881,353
60468,1143,67
60469,1362,152
60471,3853,323
