Zip,Tested,Positive_Cases
60002,1547,117
60004,7616,373
60005,3608,215
60007,3247,371
60008,3878,352
60010,3115,164
60012,753,88
60013,1427,111
60014,3527,311
60015,2553,191
60016,7618,1122
60018,4414,680
60020,936,42
60021,317,22
60022,677,31
60025,4389,386
60026,2096,157
60029,83,8
60030,3118,201
60031,3980,369
60033,1356,227
60035,3825,283
60040,812,179
60041,757,52
60042,562,45
60043,254,19
60044,1224,106
60045,2151,130
60046,2610,217
60047,4086,445
60048,2283,164
60050,2600,238
60051,1773,131
60053,2609,322
60056,5420,667
60060,3138,460
60061,2374,182
60062,4968,346
60064,2178,662
60067,4572,245
60068,3752,332
60069,1756,93
60070,1827,271
60071,246,15
60073,7084,1105
60074,3673,473
60076,4778,534
60077,3623,430
60079,87,12
60081,593,43
60083,1021,104
60084,1343,193
60085,11018,2456
60087,4078,686
60088,576,133
60089,3625,328
60090,4723,828
60091,2321,169
60093,2032,187
60096,485,41
60097,745,42
60098,3426,343
60099,3855,591
60101,4595,830
60102,2257,178
60103,3687,308
60104,2944,438
60106,3221,529
60107,4638,679
60108,3403,341
60109,328,11
60110,3561,753
60112,360,29
60115,3864,299
60118,1186,88
60119,763,39
60120,6280,1394
60123,6019,947
60124,1785,138
60126,4593,303
60130,2863,166
60131,2309,363
60133,4716,779
60134,2315,185
60135,574,46
60136,579,62
60137,3112,166
60139,4104,659
60140,1348,104
60141,797,27
60142,2181,117
60143,1486,201
60145,138,7
60146,199,9
60148,4895,403
60151,283,19
60152,900,84
60153,3310,531
60154,2355,215
60155,1055,180
60156,1908,166
60157,197,12
60160,3873,777
60162,1465,173
60163,677,100
60164,4401,543
60165,702,185
60169,3349,409
60171,1174,133
60172,2280,243
60173,959,112
60174,2933,200
60175,1728,113
60176,1121,169
60177,2129,288
60178,1569,70
60181,2712,281
60184,166,8
60185,4292,769
60187,2952,155
60188,4266,511
60189,2442,120
60190,1182,58
60191,1515,227
60192,1040,68
60193,3970,282
60194,2584,178
60195,309,21
60201,5110,340
60202,4063,457
60203,543,35
60301,368,30
60302,3989,229
60304,1656,86
60305,992,60
60401,1002,42
60402,9120,1471
60403,2289,220
60404,2032,126
60406,3828,536
60408,617,25
60409,5520,638
60410,1044,54
60411,8427,982
60415,1956,209
60416,527,19
60417,1911,175
60418,758,119
60419,3867,422
60420,324,11
60421,270,14
60422,1266,91
60423,2566,162
60424,127,6
60425,1722,179
60426,4230,510
60428,1891,224
60429,2775,241
60430,2722,291
60431,3190,237
60432,2758,479
60433,2795,330
60434,311,166
60435,7231,731
60436,2531,266
60438,3447,418
60439,1870,112
60440,8132,923
60441,2587,229
60442,694,49
60443,3242,391
60445,2125,172
60446,5062,572
60447,1088,61
60448,1803,164
60449,1010,80
60450,1484,65
60451,2374,140
60452,2643,253
60453,6795,833
60455,2082,344
60456,465,56
60457,1339,138
60458,1442,156
60459,3415,456
60461,749,62
60462,3683,373
60463,1543,255
60464,881,58
60465,1621,278
60466,3801,505
60467,2002,192
60468,488,38
60469,753,91
60471,1920,228
60472,781,72
60473,4209,443
60475,1027,88
60476,303,27
60477,3389,268
60478,3123,348
60480,592,39
60481,1101,33
60482,925,108
60484,903,123
60487,1987,165
60490,2251,153
60491,1498,162
60501,1561,308
60502,1730,105
60503,1212,67
60504,3621,369
60505,10266,2051
60506,8247,1171
60510,2710,126
60513,2542,174
60514,923,51
60515,2099,113
60516,2534,147
60517,3256,247
60520,212,10
60521,1864,192
60523,1194,113
60525,4448,313
60526,2694,91
60527,3728,261
60532,2699,144
60534,1398,189
60538,2898,331
60540,3558,154
60541,192,11
60542,2047,205
60543,3406,298
60544,3110,189
60545,1470,157
60546,3081,174
60548,1336,95
60551,240,28
60552,306,9
60554,965,50
60555,1365,142
60558,1178,55
60559,2747,349
60560,1954,121
60561,2273,139
60563,3603,194
60564,3205,194
60565,3072,205
60585,1951,116
60586,4728,401
60601,1326,82
60602,272,15
60603,137,8
60604,197,24
60605,3119,220
60606,1075,39
60607,3433,470
60608,10399,1836
60609,9270,1857
60610,4492,292
60611,4577,180
60612,6010,727
60613,5019,415
60614,7372,552
60615,5466,418
60616,6824,485
60617,11347,1226
60618,11343,1432
60619,11032,982
60620,10417,1179
60621,4479,577
60622,6822,690
60623,12897,3500
60624,5463,910
60625,10073,1518
60626,9061,1119
60628,9354,1165
60629,15328,3489
60630,6692,865
60631,4709,341
60632,12416,3271
60633,2358,294
60634,12074,1560
60636,4619,783
60637,7454,662
60638,7726,1166
60639,15688,3499
60640,9434,860
60641,10760,1599
60642,2444,196
60643,7842,761
60644,8138,1308
60645,6988,1129
60646,3960,397
60647,11211,1463
60649,7817,860
60651,9397,1834
60652,5914,1000
60653,6314,566
60654,1996,165
60655,4209,282
60656,3497,306
60657,6765,379
60659,4731,811
60660,4822,479
60661,870,51
60680,119,6
60706,4099,451
60707,6265,818
60712,1793,186
60714,5629,915
60803,2346,275
60804,12731,3033
60805,2192,241
60827,3268,389
60901,5632,691
60911,136,11
60912,60,6
60913,111,7
60914,3481,228
60915,1552,85
60919,43,6
60922,265,15
60927,479,52
60928,59,7
60930,59,6
60936,437,6
60938,172,7
60940,284,12
60941,167,7
60942,607,7
60950,1884,109
60954,1032,45
60955,156,15
60957,476,10
60958,257,25
60964,549,40
60970,630,18
61008,3839,473
61010,570,28
61011,175,10
61012,176,24
61016,483,47
61019,207,8
61020,240,17
61021,1567,91
61032,3727,235
61036,716,14
61041,68,6
61054,269,8
61061,473,13
61063,291,10
61064,178,10
61065,865,71
61068,1514,153
61071,541,44
61072,737,37
61073,1409,81
61080,663,58
61081,1048,92
61084,148,11
61085,189,8
61088,425,12
61101,3018,347
61102,2479,298
61103,3617,328
61104,2214,337
61107,3558,290
61108,3840,452
61109,3058,310
61111,2290,114
61114,1876,119
61115,2037,146
61201,3447,250
61235,125,8
61238,214,8
61239,97,8
61240,485,15
61241,545,18
61244,2962,264
61252,256,26
61254,881,15
61256,140,6
61264,837,31
61265,4141,268
61270,352,9
61273,206,6
61275,264,13
