County,Tested,Positive_Cases,Deaths
Illinois,1761706,147251,7020
Adams,8825,122,1
Alexander,529,22,0
Bond,1058,16,1
Boone,5692,608,21
Brown,528,10,0
Bureau,2587,30,2
Calhoun,302,1,0
Carroll,812,21,2
Cass,1987,136,7
Champaign,34296,948,13
Chicago,448260,53531,2634
Christian,2663,45,4
Clark,948,15,0
Clay,1229,2,0
Clinton,4202,242,17
Coles,6332,172,17
Cook,372348,39001,1993
Crawford,1000,18,0
Cumberland,960,16,0
De Witt,1073,12,0
DeKalb,10471,578,19
Douglas,1874,54,0
DuPage,111967,9311,475
Edgar,1200,10,0
Edwards,260,2,0
Effingham,2722,18,1
Fayette,1687,23,3
Ford,1421,38,1
Franklin,3084,29,0
Fulton,2526,16,0
Gallatin,186,2,0
Greene,982,9,0
Grundy,3772,173,5
Hamilton,411,6,0
Hancock,1188,19,1
Hardin,184,1,0
Henderson,380,8,0
Henry,3578,96,1
Iroquois,3258,162,5
Jackson,5768,339,19
Jasper,935,47,7
Jefferson,2889,107,17
Jersey,1368,35,1
Jo Daviess,1703,46,1
Johnson,729,20,0
Kane,64699,7856,275
Kankakee,17352,1307,65
Kendall,12097,996,21
Knox,3692,140,0
Lake,90696,9954,423
LaSalle,8920,226,17
Lawrence,1116,7,0
Lee,2521,101,2
Livingston,2780,52,2
Logan,3700,18,0
Macon,8692,235,22
Macoupin,4857,58,3
Madison,19947,1036,69
Marion,3195,69,0
Marshall,993,10,0
Mason,1432,22,0
Massac,1074,15,0
McDonough,2449,102,15
McHenry,25822,2115,97
McLean,14699,277,13
Menard,1517,24,0
Mercer,1077,23,0
Monroe,2031,130,13
Montgomery,3263,48,1
Morgan,4673,130,3
Moultrie,1201,19,0
Ogle,4589,271,4
Peoria,21468,556,28
Perry,1700,57,1
Piatt,1896,20,0
Pike,922,3,0
Pope,161,1,0
Pulaski,564,79,0
Putnam,283,1,0
Randolph,3553,288,7
Richland,1337,4,0
Rock Island,16999,1033,29
Saline,1257,9,0
Sangamon,31800,450,32
Schuyler,613,13,0
Scott,541,1,0
Shelby,1873,19,1
St. Clair,22646,2017,137
Stark,338,4,0
Stephenson,5070,276,5
Tazewell,14046,150,8
Unassigned,41894,54,0
Union,2330,195,19
Vermilion,6320,78,2
Wabash,627,23,0
Warren,1175,143,0
Washington,873,21,0
Wayne,1298,14,1
White,563,8,0
Whiteside,4486,195,15
Will,81099,6923,320
Williamson,6500,132,4
Winnebago,35115,3091,96
Woodford,2705,35,2
