Zip,Tested,Positive_Cases
60002,929,101
60004,4218,316
60005,1631,173
60007,1695,296
60008,2449,301
60010,1450,107
60012,422,72
60013,763,89
60014,2052,226
60015,1351,171
60016,4856,983
60018,2596,574
60020,530,36
60021,176,22
60022,362,25
60025,2741,343
60026,917,131
60029,62,9
60030,1743,169
60031,2296,318
60033,760,165
60035,1953,239
60040,440,172
60041,421,42
60042,316,32
60043,154,18
60044,682,91
60045,1047,110
60046,1456,194
60047,1836,331
60048,1131,115
60050,1575,207
60051,1039,101
60053,1630,264
60056,3199,576
60060,1966,411
60061,1340,155
60062,2827,298
60064,1611,592
60067,2151,193
60068,2080,290
60069,559,78
60070,1164,231
60071,145,8
60073,3904,936
60074,2190,404
60076,2721,462
60077,2249,382
60079,46,11
60081,351,37
60083,658,95
60084,750,166
60085,7475,2291
60087,2790,621
60088,295,55
60089,1934,250
60090,3125,726
60091,1383,144
60093,1178,157
60096,332,34
60097,470,38
60098,1721,289
60099,2507,548
60101,3125,747
60102,1218,142
60103,2086,248
60104,1823,394
60106,1999,474
60107,2920,592
60108,2165,259
60109,295,10
60110,2401,644
60112,240,21
60115,2408,243
60118,707,71
60119,473,35
60120,4481,1224
60123,3813,731
60124,1066,101
60126,2497,242
60130,1616,136
60131,1634,338
60133,3062,692
60134,1219,145
60135,369,31
60136,351,50
60137,1782,139
60139,2724,594
60140,828,84
60141,490,21
60142,1249,87
60143,855,167
60145,86,6
60146,125,8
60148,2741,337
60151,203,16
60152,528,70
60153,2404,485
60154,1558,199
60155,745,166
60156,1123,143
60157,122,14
60160,2673,693
60162,993,146
60163,465,86
60164,3006,494
60165,544,170
60169,1859,353
60171,765,114
60172,1303,216
60173,536,91
60174,1888,152
60175,1026,77
60176,756,137
60177,1285,242
60178,914,50
60181,1667,245
60184,105,6
60185,3045,711
60187,1490,115
60188,2699,452
60189,1309,105
60190,639,42
60191,989,204
60192,572,50
60193,1954,230
60194,1264,140
60195,165,15
60201,2713,317
60202,2476,413
60203,268,22
60301,214,25
60302,2303,204
60304,962,73
60305,592,49
60401,537,38
60402,6414,1328
60403,1413,192
60404,1235,109
60406,2749,472
60408,214,17
60409,3676,557
60410,635,52
60411,5832,852
60415,944,181
60416,248,9
60417,1189,139
60418,522,106
60419,2546,376
60420,139,7
60421,167,12
60422,842,78
60423,1432,132
60425,1128,159
60426,2908,439
60428,1454,198
60429,2078,219
60430,1867,266
60431,1913,204
60432,1807,414
60433,1383,278
60434,220,162
60435,4423,639
60436,1684,228
60438,2384,373
60439,1115,89
60440,5190,827
60441,1704,191
60442,448,41
60443,2249,337
60445,1400,148
60446,3289,489
60447,628,50
60448,1028,126
60449,656,69
60450,624,32
60451,1395,105
60452,1824,225
60453,4117,717
60455,1448,285
60456,313,45
60457,766,115
60458,969,131
60459,2270,387
60461,507,56
60462,2357,311
60463,1032,235
60464,481,44
60465,1107,230
60466,2742,465
60467,1235,158
60468,281,32
60469,558,79
60471,1353,209
60472,550,67
60473,2689,376
60475,672,72
60476,174,17
60477,2172,233
60478,2369,306
60480,348,34
60481,445,22
60482,619,95
60484,656,109
60487,1301,134
60490,1372,133
60491,952,135
60501,1100,267
60502,1049,93
60503,648,60
60504,2162,320
60505,6841,1865
60506,5355,990
60510,1394,90
60513,1657,161
60514,558,44
60515,1216,96
60516,1327,110
60517,1947,210
60520,119,8
60521,1133,181
60523,718,103
60525,2613,271
60526,1314,79
60527,2232,230
60532,1640,120
60534,949,164
60538,1815,291
60540,1934,128
60541,103,9
60542,1200,158
60543,1990,253
60544,1824,169
60545,964,149
60546,2019,160
60548,642,74
60551,117,23
60552,167,7
60554,562,38
60555,885,124
60558,664,45
60559,1766,308
60560,1127,99
60561,1334,113
60563,2007,178
60564,1765,148
60565,1629,181
60585,1072,90
60586,2854,336
60601,813,70
60602,172,15
60603,84,8
60604,134,21
60605,1753,181
60606,690,47
60607,2153,433
60608,7048,1654
60609,6455,1706
60610,2670,250
60611,2750,146
60612,4192,673
60613,2766,361
60614,4487,491
60615,3466,369
60616,4199,435
60617,7889,1082
60618,6849,1221
60619,7928,878
60620,7481,1075
60621,3129,518
60622,3780,609
60623,9592,3207
60624,3885,827
60625,6065,1335
60626,4703,933
60628,6465,1000
60629,11241,3123
60630,4341,772
60631,3103,280
60632,9123,2948
60633,1803,257
60634,8412,1369
60636,3216,687
60637,4990,606
60638,5641,1061
60639,11180,3174
60640,5073,760
60641,6772,1415
60642,1356,148
60643,5260,679
60644,5633,1174
60645,4608,1028
60646,2583,366
60647,6377,1275
60649,5134,740
60651,6627,1665
60652,4196,885
60653,3909,509
60654,1138,138
60655,2940,264
60656,2335,268
60657,4019,327
60659,2969,715
60660,2502,405
60661,517,40
60706,2721,329
60707,4352,739
60712,936,153
60714,3192,755
60803,1598,243
60804,9675,2762
60805,1459,218
60827,2307,351
60901,3331,532
60911,73,9
60912,36,6
60913,65,6
60914,1676,158
60915,783,60
60919,27,6
60922,149,12
60927,213,47
60928,33,7
60930,22,6
60938,70,6
60940,149,7
