County,Tested,Positive_Cases,Deaths
Illinois,2806797,183241,7526
Adams,17810,445,4
Alexander,1156,36,0
Bond,2852,57,2
Boone,8729,735,23
Brown,948,13,0
Bureau,4065,144,2
Calhoun,423,7,0
Carroll,1489,46,3
Cass,2817,202,11
Champaign,73635,1547,19
Chicago,680389,61942,2789
Christian,5697,115,4
Clark,2200,68,0
Clay,1624,14,0
Clinton,6359,349,17
Coles,11648,401,19
Cook,556326,45305,2108
Crawford,1561,29,0
Cumberland,1914,47,2
De Witt,1810,30,0
DeKalb,14969,850,29
Douglas,3707,102,2
DuPage,179226,11558,510
Edgar,1800,26,0
Edwards,394,13,0
Effingham,5001,116,1
Fayette,2486,58,3
Ford,2352,41,1
Franklin,5437,132,0
Fulton,4546,26,0
Gallatin,400,45,0
Greene,1482,20,0
Grundy,6224,282,5
Hamilton,724,23,0
Hancock,2996,34,1
Hardin,437,17,0
Henderson,599,9,0
Henry,8529,207,1
Iroquois,5939,249,7
Jackson,10229,650,19
Jasper,1364,53,7
Jefferson,4782,192,17
Jersey,2098,70,1
Jo Daviess,2806,113,1
Johnson,1330,57,0
Kane,95626,9239,298
Kankakee,28523,1686,68
Kendall,18816,1291,23
Knox,7255,262,1
Lake,144056,12089,440
LaSalle,14624,560,20
Lawrence,2231,42,0
Lee,3835,148,2
Livingston,4526,92,2
Logan,6833,86,0
Macon,16703,489,23
Macoupin,9281,137,3
Madison,39091,2222,73
Marion,5158,138,0
Marshall,1523,21,0
Mason,2270,42,0
Massac,1638,34,0
McDonough,3788,128,15
McHenry,41253,2961,114
McLean,26807,572,15
Menard,2505,48,0
Mercer,2235,70,0
Monroe,3718,278,13
Montgomery,6768,147,7
Morgan,6888,203,5
Moultrie,1986,55,0
Ogle,7521,377,5
Peoria,41517,1341,35
Perry,3035,126,1
Piatt,3689,48,0
Pike,1463,13,0
Pope,285,8,0
Pulaski,784,91,0
Putnam,454,8,0
Randolph,5657,435,7
Richland,2417,13,0
Rock Island,34059,1605,31
Saline,3087,113,1
Sangamon,54948,1037,33
Schuyler,897,17,0
Scott,897,11,0
Shelby,3237,60,1
St. Clair,42512,3655,156
Stark,964,7,0
Stephenson,6966,318,6
Tazewell,25959,388,8
Unassigned,49303,66,0
Union,3429,303,21
Vermilion,12788,215,2
Wabash,975,32,0
Warren,2007,183,0
Washington,1498,58,0
Wayne,1632,50,1
White,1456,58,0
Whiteside,7656,313,16
Will,118995,8650,339
Williamson,11741,341,5
Winnebago,52604,3688,125
Woodford,5264,98,3
