County,Tested,Positive_Cases,Deaths
Illinois,1734471,146612,7014
Adams,8733,113,1
Alexander,528,22,0
Bond,1019,16,1
Boone,5547,608,21
Brown,528,10,0
Bureau,2569,30,2
Calhoun,302,1,0
Carroll,801,22,2
Cass,1980,136,7
Champaign,33250,939,12
Chicago,441042,53375,2631
Christian,2652,45,4
Clark,940,15,0
Clay,1217,2,0
Clinton,4168,241,17
Coles,6311,172,17
Cook,366662,38865,1991
Crawford,998,18,0
Cumberland,956,16,0
De Witt,1052,11,0
DeKalb,10361,572,19
Douglas,1836,54,0
DuPage,110318,9267,475
Edgar,1194,10,0
Edwards,256,2,0
Effingham,2693,17,1
Fayette,1682,23,3
Ford,1385,37,1
Franklin,3014,28,0
Fulton,2484,15,0
Gallatin,183,2,0
Greene,977,9,0
Grundy,3706,171,5
Hamilton,406,5,0
Hancock,1174,19,1
Hardin,181,1,0
Henderson,376,8,0
Henry,3495,95,1
Iroquois,3193,161,5
Jackson,5696,336,19
Jasper,933,47,7
Jefferson,2828,106,17
Jersey,1350,35,1
Jo Daviess,1688,45,1
Johnson,720,20,0
Kane,63798,7819,275
Kankakee,17134,1304,65
Kendall,11964,989,21
Knox,3494,137,0
Lake,89547,9919,423
LaSalle,8795,225,17
Lawrence,1110,7,0
Lee,2495,101,2
Livingston,2734,52,2
Logan,3621,17,0
Macon,8633,234,22
Macoupin,4765,55,3
Madison,19433,1007,69
Marion,3178,69,0
Marshall,978,10,0
Mason,1421,22,0
Massac,1052,15,0
McDonough,2443,102,15
McHenry,25413,2103,97
McLean,14488,273,13
Menard,1503,24,0
Mercer,1054,23,0
Monroe,1989,129,13
Montgomery,3246,48,1
Morgan,4650,130,3
Moultrie,1194,19,0
Ogle,4372,269,4
Peoria,21073,551,28
Perry,1660,56,1
Piatt,1714,20,0
Pike,915,3,0
Pope,160,1,0
Pulaski,555,76,0
Putnam,282,1,0
Randolph,3521,288,7
Richland,1318,4,0
Rock Island,16491,1018,29
Saline,1249,9,0
Sangamon,31316,446,32
Schuyler,610,13,0
Scott,541,1,0
Shelby,1867,19,1
St. Clair,22024,1988,137
Stark,331,4,0
Stephenson,5045,276,5
Tazewell,13782,149,8
Unassigned,41673,47,0
Union,2300,194,19
Vermilion,6178,77,2
Wabash,622,22,0
Warren,1163,143,0
Washington,869,21,0
Wayne,1228,14,1
White,552,6,0
Whiteside,4365,193,15
Will,80150,6883,320
Williamson,6374,126,4
Winnebago,34659,3084,96
Woodford,2661,35,2
