Zip,Tested,Positive_Cases
60002,1952,131
60004,9534,406
60005,4830,257
60007,4242,383
60008,4711,384
60010,4703,237
60012,1050,98
60013,2074,159
60014,4770,373
60015,3621,215
60016,9676,1196
60018,5703,715
60020,1200,50
60021,430,31
60022,988,41
60025,5850,459
60026,3572,189
60029,122,12
60030,4293,233
60031,5460,396
60033,1773,246
60035,5557,306
60040,1060,185
60041,1006,60
60042,751,60
60043,325,19
60044,1738,118
60045,3054,139
60046,3549,256
60047,6824,558
60048,3361,198
60050,3399,256
60051,2278,149
60053,3928,338
60056,7079,699
60060,4111,495
60061,3014,203
60062,7744,377
60064,2629,683
60067,6378,291
60068,5487,370
60069,2777,106
60070,2748,286
60071,321,19
60073,8776,1170
60074,4611,521
60076,6036,584
60077,4772,444
60079,135,13
60081,758,51
60083,1358,115
60084,1767,203
60085,13863,2566
60087,4960,734
60088,798,270
60089,4953,358
60090,5988,854
60091,3280,191
60093,2760,204
60096,648,52
60097,967,51
60098,4673,412
60099,5001,633
60101,5650,866
60102,2946,225
60103,4838,340
60104,3532,479
60106,4483,565
60107,6017,709
60108,4469,366
60109,349,13
60110,4277,790
60112,466,32
60115,5058,334
60118,1530,105
60119,1007,46
60120,7413,1469
60123,7330,988
60124,2304,164
60126,6979,441
60130,4197,180
60131,2768,388
60133,5846,807
60134,3214,228
60135,764,67
60136,757,75
60137,4357,205
60139,5083,711
60140,1713,118
60141,1024,23
60142,2951,144
60143,1770,209
60145,188,10
60146,252,11
60148,6466,458
60151,353,21
60152,1183,89
60153,3958,563
60154,3011,236
60155,1262,195
60156,2502,195
60157,247,12
60160,4451,799
60162,2006,183
60163,832,103
60164,5414,566
60165,787,188
60169,4190,444
60171,1518,144
60172,3080,259
60173,1228,117
60174,4261,238
60175,2283,139
60176,1440,187
60177,3008,353
60178,2069,93
60181,3517,315
60184,226,10
60185,5413,816
60187,4270,188
60188,5595,557
60189,3457,132
60190,1733,75
60191,1827,242
60192,1389,80
60193,5396,314
60194,3340,204
60195,402,21
60201,6733,360
60202,5446,468
60203,702,42
60301,505,36
60302,5629,256
60304,2467,93
60305,1557,87
60401,1292,63
60402,11200,1554
60403,2886,259
60404,2503,136
60406,4645,573
60408,777,27
60409,6998,727
60410,1276,59
60411,10581,1110
60415,2280,240
60416,755,29
60417,2715,203
60418,994,141
60419,4881,466
60420,470,13
60421,338,16
60422,1726,110
60423,3400,213
60424,173,6
60425,2330,200
60426,5380,544
60428,2306,249
60429,3355,261
60430,3501,309
60431,3835,268
60432,3170,513
60433,3345,359
60434,420,173
60435,8821,776
60436,3023,282
60438,4532,475
60439,3093,149
60440,10059,975
60441,3253,259
60442,878,58
60443,4160,424
60445,2793,212
60446,6343,612
60447,1360,66
60448,2338,191
60449,1348,92
60450,2165,89
60451,3090,189
60452,3413,286
60453,8897,910
60455,2689,398
60456,579,57
60457,1980,160
60458,1831,180
60459,4242,489
60461,928,68
60462,5147,426
60463,2170,272
60464,1235,70
60465,2111,304
60466,4574,539
60467,2860,223
60468,670,41
60469,924,114
60471,2585,244
60472,985,78
60473,5591,503
60475,1322,109
60476,449,36
60477,4438,313
60478,3936,386
60480,793,48
60481,1602,40
60482,1136,121
60484,1098,140
60487,2644,196
60490,2945,180
60491,2094,185
60501,1863,322
60502,2357,133
60503,1628,88
60504,4852,410
60505,12220,2112
60506,10468,1223
60510,3839,156
60512,143,6
60513,3266,191
60514,1277,74
60515,3020,135
