County,Tested,Positive_Cases,Deaths
Illinois,429984,77741,3406
Adams,1555,41,1
Alexander,75,7,0
Bond,166,8,1
Boone,807,193,11
Brown,234,8,0
Bureau,402,14,1
Calhoun,36,1,0
Carroll,121,11,2
Cass,548,56,0
Champaign,5098,263,6
Chicago,130868,30950,1337
Christian,468,29,4
Clark,117,8,0
Clay,155,2,0
Clinton,803,126,10
Coles,465,24,1
Cook,104914,21705,980
Crawford,195,10,0
Cumberland,78,4,0
De Witt,290,3,0
DeKalb,1563,177,2
Douglas,303,20,0
DuPage,25484,4603,248
Effingham,169,6,1
Fayette,215,17,2
Ford,243,14,1
Franklin,704,10,0
Fulton,275,3,0
Gallatin,55,2,0
Greene,147,4,0
Grundy,823,58,1
Hamilton,90,2,0
Hancock,351,12,0
Hardin,25,1,0
Henderson,112,6,0
Henry,739,58,0
Iroquois,606,96,2
Jackson,1223,167,10
Jasper,254,46,6
Jefferson,803,97,15
Jersey,163,17,1
Jo Daviess,293,18,0
Johnson,115,4,0
Kane,12131,3003,89
Kankakee,3600,540,30
Kendall,2219,421,12
Knox,1002,73,0
Lake,19852,5245,173
LaSalle,1715,105,5
Lawrence,178,4,0
Lee,714,63,0
Livingston,521,24,1
Logan,557,9,0
Macon,1453,144,15
Macoupin,802,38,1
Madison,2813,427,31
Marion,827,44,0
Marshall,128,4,0
Mason,322,15,0
Massac,117,6,0
McDonough,570,49,2
McHenry,5420,945,51
McLean,3467,117,3
Menard,261,17,0
Mercer,202,12,0
Monroe,315,79,11
Montgomery,658,34,1
Morgan,581,30,1
Moultrie,96,6,0
Ogle,1427,149,1
Out Of State,1142,79,2
Peoria,3832,139,5
Perry,440,38,0
Piatt,292,7,0
Pike,103,1,0
Pope,26,1,0
Pulaski,110,27,0
Randolph,1112,220,2
Richland,373,3,0
Rock Island,2487,515,16
Saline,268,5,0
Sangamon,5393,258,19
Schuyler,146,7,0
Shelby,143,10,1
St. Clair,3770,711,50
Stark,66,1,0
Stephenson,548,97,0
Tazewell,2624,59,4
Unassigned,9446,84,0
Union,502,63,1
Vermilion,992,25,1
Wabash,165,1,0
Warren,412,102,0
Washington,215,15,0
Wayne,211,3,0
White,188,2,0
Whiteside,1252,104,6
Will,19787,3684,202
Williamson,1192,44,1
Winnebago,6371,917,25
Woodford,502,15,1
