Zip,Tested,Positive_Cases
46324,97,7
53142,117,8
60002,474,66
60004,2086,192
60005,596,98
60007,710,144
60008,762,169
60010,588,59
60012,193,63
60013,327,55
60014,790,108
60015,704,127
60016,2297,739
60018,1026,321
60020,215,22
60021,81,10
60022,214,23
60025,1256,238
60026,434,96
60030,712,103
60031,972,195
60033,311,82
60035,955,171
60040,183,62
60041,170,26
60042,118,19
60043,96,14
60044,324,64
60045,564,97
60046,639,119
60047,574,114
60048,513,78
60050,627,121
60051,432,64
60053,810,190
60056,1415,382
60060,849,257
60061,497,107
60062,1369,225
60064,765,405
60067,668,96
60068,918,196
60069,223,46
60070,432,124
60071,61,7
60073,1474,457
60074,913,215
60076,1513,328
60077,1257,273
60079,23,9
60081,157,31
60083,237,65
60084,277,108
60085,3087,1522
60087,1052,399
60088,77,38
60089,752,146
60090,1207,377
60091,816,112
60093,648,107
60096,124,21
60097,208,26
60098,733,204
60099,952,320
60101,1298,421
60102,495,75
60103,820,140
60104,992,288
60106,1070,323
60107,1092,299
60108,1147,148
60109,270,11
60110,774,295
60112,87,15
60115,678,66
60118,228,40
60119,177,17
60120,1346,567
60123,1115,344
60124,310,45
60126,1152,166
60130,593,81
60131,790,214
60133,1228,383
60134,441,84
60135,128,19
60136,129,28
60137,705,86
60139,1110,316
60140,318,46
60141,194,7
60142,529,49
60143,454,100
60146,27,6
60148,1139,170
60152,201,38
60153,1233,299
60154,751,132
60155,391,120
60156,475,73
60157,44,6
60160,1282,410
60162,409,99
60163,217,56
60164,1388,300
60165,259,117
60169,796,223
60171,379,65
60172,579,138
60173,205,45
60174,902,81
60175,431,41
60176,385,87
60177,478,157
60178,308,22
60181,727,151
60185,1120,351
60187,624,73
60188,1155,278
60189,539,55
60190,334,23
60191,412,104
60192,250,31
60193,743,133
60194,418,74
60195,70,9
60201,1578,234
60202,1373,242
60203,149,21
60301,101,17
60302,1092,145
60304,528,57
60305,327,35
60401,249,32
60402,3132,822
60403,703,118
60404,581,76
60406,1154,281
60408,107,12
60409,1881,386
60410,296,27
60411,2998,631
60415,474,138
60417,615,107
60418,288,68
60419,1317,253
60421,75,6
60422,456,66
60423,687,103
60425,600,95
60426,1597,316
60428,846,149
60429,1128,174
60430,1003,210
60431,859,120
60432,704,175
60433,617,167
60434,88,134
60435,2157,438
60436,732,121
60438,1206,241
60439,513,61
60440,2176,555
60441,806,137
60442,211,30
60443,1257,271
60445,651,101
60446,1471,306
60447,325,25
60448,485,92
60449,383,59
60450,296,24
60451,592,69
60452,813,135
60453,1894,495
60455,905,224
60456,161,35
60457,344,91
60458,488,82
60459,991,257
60461,293,46
60462,1043,185
60463,484,147
60464,220,30
60465,527,141
60466,1610,399
60467,589,112
60468,116,20
60469,231,38
60471,775,164
60472,308,49
60473,1409,285
60475,355,57
60476,102,14
60477,996,160
60478,1264,253
60480,154,22
60481,218,17
60482,316,61
60484,366,84
60487,621,94
60490,647,109
60491,503,99
60501,488,170
60502,356,51
60503,232,36
60504,763,160
60505,1831,831
60506,1989,487
60510,533,57
60513,778,99
60514,270,29
60515,492,54
60516,551,77
60517,821,143
60521,629,163
60523,370,66
60525,1233,187
60526,535,49
60527,1094,178
60532,511,76
60534,416,93
60538,567,140
60540,830,77
60542,422,65
60543,651,142
60544,821,110
60545,342,77
60546,679,97
60548,214,39
60551,60,16
60552,71,6
60554,205,22
60555,325,61
60558,295,26
60559,841,229
60560,350,51
60561,617,79
60563,831,104
60564,745,90
60565,709,138
60585,426,51
60586,1259,212
60601,461,62
60602,77,8
60603,46,6
60604,66,14
60605,987,138
60606,292,39
60607,1263,341
60608,3786,1095
60609,2879,1003
60610,1253,173
60611,1424,107
60612,2445,470
60613,1455,306
60614,2367,395
60615,1841,279
60616,1939,296
60617,3677,691
60618,3139,744
60619,3310,680
60620,3576,828
60621,1496,376
60622,1948,419
60623,4693,2033
60624,2127,565
60625,2876,873
60626,2444,670
60628,3189,774
60629,4925,1872
60630,2139,488
60631,1450,172
60632,4156,1772
60633,1267,195
60634,4220,913
60636,1488,482
60637,2672,419
60638,2964,723
60639,5039,1993
60640,2470,589
60641,2973,828
60642,689,106
60643,2925,571
60644,3087,797
60645,2650,755
60646,1444,255
60647,3105,787
60649,2677,571
60651,3178,1008
60652,2039,575
60653,1828,354
60654,615,112
60655,1446,196
60656,1230,179
60657,1866,246
60659,1570,500
60660,1197,281
60661,270,29
60706,1351,236
60707,2205,517
60712,563,122
60714,1615,512
60803,762,159
60804,4789,1747
60805,653,176
60827,1202,239
60901,1632,298
60912,17,6
60914,776,92
