County,Tested,Positive_Cases,Deaths
Illinois,1809834,148452,7063
Adams,9259,134,1
Alexander,614,22,0
Bond,1161,17,1
Boone,5942,617,21
Brown,529,10,0
Bureau,2640,31,2
Calhoun,310,1,0
Carroll,869,21,2
Cass,2009,136,7
Champaign,35311,973,15
Chicago,458823,53820,2645
Christian,2758,47,4
Clark,958,15,0
Clay,1248,2,0
Clinton,4281,243,17
Coles,6583,179,17
Cook,380853,39233,2006
Crawford,1025,18,0
Cumberland,1004,17,0
De Witt,1106,12,0
DeKalb,10753,587,20
Douglas,1927,54,0
DuPage,114993,9392,477
Edgar,1226,11,0
Edwards,263,2,0
Effingham,2792,19,1
Fayette,1720,23,3
Ford,1524,40,1
Franklin,3161,34,0
Fulton,2629,15,0
Gallatin,190,4,0
Greene,1007,8,0
Grundy,3896,176,5
Hamilton,424,6,0
Hancock,1207,19,1
Hardin,184,1,0
Henderson,388,8,0
Henry,3791,98,1
Iroquois,3334,167,5
Jackson,5953,340,19
Jasper,956,47,7
Jefferson,2936,107,17
Jersey,1417,36,1
Jo Daviess,1741,47,1
Johnson,750,20,0
Kane,66122,7909,276
Kankakee,17893,1312,65
Kendall,12403,1006,22
Knox,3970,149,0
Lake,93418,10039,425
LaSalle,9230,233,17
Lawrence,1131,8,0
Lee,2586,104,2
Livingston,2860,53,2
Logan,3829,18,0
Macon,9270,238,22
Macoupin,5081,60,3
Madison,20914,1054,70
Marion,3248,70,0
Marshall,1047,12,0
Mason,1462,23,0
Massac,1093,15,0
McDonough,2499,102,15
McHenry,26495,2141,98
McLean,15102,289,13
Menard,1556,26,0
Mercer,1133,25,0
Monroe,2081,137,13
Montgomery,3491,56,1
Morgan,4736,132,3
Moultrie,1235,19,0
Ogle,4803,278,4
Peoria,22217,574,29
Perry,1762,58,1
Piatt,1970,20,0
Pike,943,4,0
Pope,166,1,0
Pulaski,569,80,0
Putnam,289,1,0
Randolph,3582,288,7
Richland,1385,7,0
Rock Island,18139,1073,30
Saline,1402,10,0
Sangamon,32890,462,33
Schuyler,619,13,0
Scott,547,1,0
Shelby,1914,19,1
St. Clair,23366,2054,138
Stark,455,6,0
Stephenson,5203,280,6
Tazewell,14499,154,8
Unassigned,42458,55,0
Union,2370,195,19
Vermilion,6614,79,2
Wabash,636,23,0
Warren,1209,147,0
Washington,896,24,0
Wayne,1307,15,1
White,564,8,0
Whiteside,4672,200,15
Will,82746,6996,322
Williamson,6703,133,4
Winnebago,36195,3118,97
Woodford,2783,37,2
