County,Tested,Positive_Cases,Deaths
Illinois,2511567,171424,7398
Adams,15365,336,1
Alexander,1007,35,0
Bond,2060,38,2
Boone,7809,696,23
Brown,897,12,0
Bureau,3542,78,2
Calhoun,378,6,0
Carroll,1297,33,2
Cass,2534,170,11
Champaign,61543,1388,17
Chicago,615784,59135,2747
Christian,4336,78,4
Clark,1830,57,0
Clay,1535,9,0
Clinton,5543,298,17
Coles,9715,297,17
Cook,508746,43448,2083
Crawford,1408,30,0
Cumberland,1658,39,2
De Witt,1574,25,0
DeKalb,13658,779,24
Douglas,3067,94,1
DuPage,159854,10875,507
Edgar,1673,24,0
Edwards,367,6,0
Effingham,4279,59,1
Fayette,2266,43,3
Ford,2160,37,1
Franklin,4929,101,0
Fulton,4139,24,0
Gallatin,361,36,0
Greene,1340,16,0
Grundy,5591,244,5
Hamilton,662,13,0
Hancock,2824,27,1
Hardin,368,14,0
Henderson,530,9,0
Henry,7550,162,1
Iroquois,5312,210,5
Jackson,8787,530,19
Jasper,1240,48,7
Jefferson,4275,155,17
Jersey,1889,59,1
Jo Daviess,2474,96,1
Johnson,1206,50,0
Kane,86120,8714,293
Kankakee,25886,1598,66
Kendall,16934,1209,21
Knox,5957,219,1
Lake,130103,11448,439
LaSalle,12892,414,18
Lawrence,1901,35,0
Lee,3432,126,2
Livingston,4052,71,2
Logan,6051,65,0
Macon,14071,354,22
Macoupin,8215,109,3
Madison,32895,1840,71
Marion,4682,114,0
Marshall,1380,17,0
Mason,2036,40,0
Massac,1469,30,0
McDonough,3512,121,15
McHenry,37045,2694,111
McLean,22118,461,15
Menard,2208,40,0
Mercer,1903,46,0
Monroe,3337,224,13
Montgomery,5909,126,3
Morgan,6129,156,5
Moultrie,1715,46,0
Ogle,6685,355,5
Peoria,35272,1018,32
Perry,2702,92,1
Piatt,3157,31,0
Pike,1326,11,0
Pope,242,6,0
Pulaski,729,89,0
Putnam,398,7,0
Randolph,5053,403,7
Richland,2238,12,0
Rock Island,31015,1445,30
Saline,2754,81,0
Sangamon,48276,793,33
Schuyler,816,14,0
Scott,805,6,0
Shelby,2663,38,1
St. Clair,36298,3152,153
Stark,805,6,0
Stephenson,6512,306,6
Tazewell,22168,274,8
Unassigned,47705,57,0
Union,3167,269,21
Vermilion,10713,174,2
Wabash,953,25,0
Warren,1736,170,0
Washington,1319,43,0
Wayne,1507,29,1
White,1290,48,0
Whiteside,6775,278,16
Will,108589,8101,338
Williamson,10426,265,4
Winnebago,47705,3516,115
Woodford,4446,71,3
