County,Tested,Positive_Cases,Deaths
Illinois,769564,112017,4884
Adams,4007,44,1
Alexander,209,8,0
Bond,287,10,1
Boone,2456,397,16
Brown,365,10,0
Bureau,843,15,1
Calhoun,54,1,0
Carroll,216,13,2
Cass,873,67,0
Champaign,10444,564,7
Chicago,222059,42967,1955
Christian,977,33,4
Clark,301,10,0
Clay,296,2,0
Clinton,1474,177,16
Coles,2270,116,9
Cook,174292,30130,1369
Crawford,290,11,0
Cumberland,272,10,0
De Witt,473,4,0
DeKalb,3536,325,3
Douglas,713,27,0
DuPage,48287,7207,339
Edwards,118,2,0
Effingham,562,6,1
Fayette,453,20,2
Ford,452,20,1
Franklin,1102,12,0
Fulton,653,11,0
Gallatin,78,2,0
Greene,234,5,0
Grundy,1382,89,2
Hamilton,166,2,0
Hancock,593,13,0
Hardin,53,1,0
Henderson,206,8,0
Henry,1267,67,0
Iroquois,1051,130,4
Jackson,2045,228,10
Jasper,433,45,7
Jefferson,1185,101,16
Jersey,241,20,1
Jo Daviess,489,27,0
Johnson,261,7,0
Kane,29364,5761,152
Kankakee,6471,799,42
Kendall,5122,714,19
Knox,1649,94,0
Lake,38505,7723,250
LaSalle,2789,140,12
Lawrence,392,4,0
Lee,1200,77,1
Livingston,842,31,2
Logan,1267,10,0
Macon,2965,188,19
Macoupin,2267,41,1
Madison,5212,539,54
Marion,1321,50,0
Marshall,332,5,0
Mason,621,17,0
Massac,241,7,0
McDonough,1031,83,5
McHenry,10523,1427,67
McLean,6149,211,10
Menard,607,17,0
Mercer,409,15,0
Monroe,493,92,11
Montgomery,1124,39,1
Morgan,1188,34,1
Moultrie,308,10,0
Ogle,2222,192,2
Out Of State,3636,164,1
Peoria,7406,179,7
Perry,638,41,0
Piatt,515,11,0
Pike,150,1,0
Pope,52,1,0
Pulaski,234,40,0
Putnam,106,1,0
Randolph,1507,259,3
Richland,452,3,0
Rock Island,5106,636,22
Saline,486,7,0
Sangamon,11703,331,26
Schuyler,215,10,0
Shelby,540,16,1
St. Clair,7357,991,72
Stark,111,3,0
Stephenson,2191,190,2
Tazewell,5084,67,3
Unassigned,20276,110,0
Union,1087,141,7
Vermilion,2123,39,1
Wabash,247,2,0
Warren,668,114,0
Washington,354,18,0
Wayne,524,9,1
White,283,2,0
Whiteside,1884,134,10
Will,36434,5188,258
Williamson,1956,55,1
Winnebago,17422,1953,51
Woodford,965,17,2
