Zip,Tested,Positive_Cases
60002,2109,135
60004,10124,429
60005,5205,269
60007,4478,390
60008,4935,400
60010,5205,253
60012,1153,100
60013,2279,171
60014,5251,402
60015,3985,220
60016,10187,1215
60018,6156,725
60020,1317,56
60021,471,32
60022,1122,43
60025,6360,469
60026,3958,200
60029,129,12
60030,4740,255
60031,5859,417
60033,1909,259
60035,6105,318
60040,1116,186
60041,1099,63
60042,835,63
60043,357,20
60044,1881,121
60045,3298,140
60046,3863,273
60047,7450,585
60048,3682,205
60050,3769,270
60051,2507,156
60053,4208,346
60056,7553,713
60060,4402,507
60061,3258,219
60062,8397,389
60064,2764,689
60067,6863,307
60068,6002,377
60069,3056,111
60070,2858,288
60071,364,20
60073,9364,1207
60074,4896,541
60076,6475,599
60077,5055,453
60079,140,13
60081,845,57
60083,1458,119
60084,1898,202
60085,14612,2628
60087,5277,769
60088,878,304
60089,5438,368
60090,6424,874
60091,3626,198
60093,3051,208
60096,722,57
60097,1105,57
60098,5183,429
60099,5273,646
60101,6013,884
60102,3289,241
60103,5297,362
60104,3768,494
60106,4900,578
60107,6367,726
60108,4964,386
60109,361,13
60110,4583,801
60112,482,34
60115,5307,354
60118,1701,105
60119,1055,50
60120,7877,1493
60123,7962,1014
60124,2516,175
60126,7792,475
60130,4486,185
60131,2939,397
60133,6205,826
60134,3409,236
60135,801,67
60136,833,85
60137,4957,243
60139,5409,722
60140,1883,122
60141,1069,24
60142,3244,159
60143,1873,210
60145,196,10
60146,271,13
60148,7155,488
60151,370,21
60152,1309,89
60153,4252,580
60154,3226,237
60155,1333,198
60156,2779,204
60157,266,13
60160,4628,808
60162,2167,183
60163,892,108
60164,5744,577
60165,827,192
60169,4449,456
60171,1615,148
60172,3361,270
60173,1308,120
60174,4496,248
60175,2457,152
60176,1535,199
60177,3268,362
60178,2201,99
60181,3811,329
60184,243,11
60185,5704,839
60187,4683,198
60188,6145,581
60189,3847,154
60190,1891,82
60191,2043,252
60192,1510,80
60193,5699,324
60194,3491,209
60195,438,23
60201,7555,366
60202,5937,477
60203,771,41
60301,546,37
60302,6168,274
60304,2775,99
60305,1759,91
60401,1377,68
60402,11824,1581
60403,3069,263
60404,2669,144
60406,4888,592
60408,814,29
60409,7468,758
60410,1389,63
60411,11232,1151
60415,2572,257
60416,821,32
60417,2910,210
60418,1059,147
60419,5292,499
60420,500,14
60421,353,17
60422,1862,117
60423,3681,228
60424,192,6
60425,2426,201
60426,5642,559
60428,2432,258
60429,3543,272
60430,3751,317
60431,4103,279
60432,3333,526
60433,3457,367
60434,435,175
60435,9307,798
60436,3212,287
60438,4894,508
60439,3369,158
60440,10606,992
60441,3514,280
60442,964,62
60443,4420,437
60445,2964,219
60446,6712,627
60447,1479,67
60448,2489,191
60449,1445,94
