Zip,Tested,Positive_Cases
60002,910,101
60004,4172,315
60005,1607,169
60007,1666,292
60008,2420,299
60010,1422,105
60012,407,71
60013,747,87
60014,2015,220
60015,1318,171
60016,4696,982
60018,2409,567
60020,518,36
60021,174,22
60022,351,25
60025,2544,341
60026,895,130
60029,62,9
60030,1710,167
60031,2252,316
60033,746,162
60035,1893,236
60040,432,167
60041,415,42
60042,308,32
60043,151,18
60044,668,92
60045,1018,110
60046,1412,194
60047,1777,329
60048,1080,115
60050,1552,205
60051,1018,101
60053,1606,264
60056,3157,573
60060,1915,409
60061,1319,154
60062,2758,291
60064,1587,585
60067,2113,192
60068,2048,290
60069,534,76
60070,1145,233
60071,142,8
60073,3807,921
60074,2160,397
60076,2686,461
60077,2219,380
60079,46,10
60081,341,37
60083,633,94
60084,739,164
60085,7351,2281
60087,2731,616
60088,250,54
60089,1898,249
60090,3071,719
60091,1359,142
60093,1150,152
60096,325,33
60097,462,38
60098,1692,287
60099,2455,543
60101,3068,742
60102,1199,141
60103,2050,247
60104,1785,390
60106,1961,470
60107,2841,589
60108,2127,256
60109,295,10
60110,2353,638
60112,231,21
60115,2201,235
60118,694,69
60119,465,34
60120,4416,1216
60123,3729,725
60124,1024,100
60126,2420,240
60130,1578,136
60131,1602,333
60133,3012,686
60134,1194,143
60135,359,29
60136,343,51
60137,1747,138
60139,2673,586
60140,799,84
60141,465,21
60142,1216,84
60143,839,167
60145,85,6
60146,115,8
60148,2652,334
60151,197,16
60152,520,69
60153,2347,481
60154,1537,195
60155,731,166
60156,1098,142
60157,119,14
60160,2614,679
60162,970,145
60163,458,86
60164,2963,487
60165,536,172
60169,1823,350
60171,756,114
60172,1283,214
60173,524,88
60174,1858,152
60175,1002,75
60176,747,137
60177,1261,240
60178,862,46
60181,1635,243
60184,103,6
60185,2990,708
60187,1459,113
60188,2637,448
60189,1275,103
60190,630,43
60191,963,202
60192,558,48
60193,1868,229
60194,1250,137
60195,161,16
60201,2671,316
60202,2439,412
60203,264,22
60301,210,24
60302,2245,205
60304,944,72
60305,586,49
60401,529,38
60402,6256,1317
60403,1362,189
60404,1199,108
60406,2715,470
60408,211,17
60409,3628,555
60410,620,51
60411,5776,850
60415,916,179
60416,239,9
60417,1170,139
60418,517,103
60419,2483,371
60420,137,7
60421,165,12
60422,828,77
60423,1405,131
60425,1117,157
60426,2862,433
60428,1438,196
60429,2058,218
60430,1827,264
