Zip,Tested,Positive_Cases
60002,900,100
60004,4076,313
60005,1560,165
60007,1642,289
60008,2355,297
60010,1381,104
60012,399,71
60013,723,85
60014,1888,218
60015,1286,170
60016,4623,975
60018,2366,559
60020,514,36
60021,169,22
60022,349,25
60025,2518,339
60026,881,130
60029,62,9
60030,1673,165
60031,2232,316
60033,714,161
60035,1864,234
60040,428,153
60041,410,42
60042,301,33
60043,148,18
60044,659,89
60045,994,109
60046,1382,193
60047,1719,320
60048,1065,113
60050,1527,204
60051,984,94
60053,1575,260
60056,3092,566
60060,1887,407
60061,1308,153
60062,2537,286
60064,1574,580
60067,2060,191
60068,1981,286
60069,526,75
60070,1133,233
60071,137,8
60073,3763,918
60074,2097,396
60076,2648,462
60077,2186,379
60079,45,9
60081,332,36
60083,627,94
60084,726,162
60085,7288,2268
60087,2715,613
60088,213,54
60089,1853,245
60090,3014,709
60091,1342,142
60093,1137,151
60096,324,33
60097,451,37
60098,1650,284
60099,2441,541
60101,3020,738
60102,1174,139
60103,2024,245
60104,1764,390
60106,1930,469
60107,2791,580
60108,2099,253
60109,295,10
60110,2317,630
60112,229,21
60115,2164,233
60118,680,69
60119,460,35
60120,4331,1196
60123,3666,715
60124,969,100
60126,2367,238
60130,1550,133
60131,1573,332
60133,2962,681
60134,1172,143
60135,352,28
60136,339,51
60137,1725,138
60139,2623,579
60140,777,82
60141,462,21
60142,1190,83
60143,829,165
60145,85,6
60146,115,8
60148,2601,329
60151,191,16
60152,507,69
60153,2314,471
60154,1511,195
60155,722,165
60156,1077,138
60157,118,14
60160,2572,664
60162,960,143
60163,450,85
60164,2869,485
60165,527,172
60169,1801,348
60171,747,113
60172,1269,215
60173,508,88
60174,1840,150
60175,977,74
60176,739,135
60177,1242,238
60178,826,45
60181,1601,236
60184,103,6
60185,2937,704
60187,1438,113
60188,2609,447
60189,1255,103
60190,622,41
60191,949,200
60192,551,48
60193,1840,227
60194,1231,135
60195,161,16
60201,2637,316
60202,2407,409
60203,260,23
60301,203,23
60302,2210,203
60304,926,72
60305,577,49
60401,524,38
60402,6109,1287
60403,1349,188
60404,1189,108
60406,2693,464
60408,207,17
60409,3584,544
60410,616,49
60411,5711,844
60415,903,179
60416,236,9
60417,1157,138
60418,511,99
60419,2426,362
60420,133,7
60421,164,12
60422,826,77
60423,1384,128
60425,1108,156
60426,2836,431
60428,1427,195
60429,2045,216
60430,1808,264
60431,1857,202
60432,1746,398
60433,1345,276
60434,219,162
60435,4293,629
60436,1542,229
60438,2326,365
60439,1072,85
60440,5014,815
60441,1642,189
60442,434,39
60443,2206,335
60445,1351,145
60446,3181,483
60447,612,49
60448,999,123
60449,641,69
60450,581,32
60451,1345,101
60452,1761,220
60453,3991,704
60455,1416,282
60456,306,45
60457,721,113
60458,939,130
60459,2192,382
60461,498,56
60462,2232,302
60463,987,232
60464,459,43
60465,1061,229
60466,2696,464
60467,1185,155
60468,272,31
60469,550,77
60471,1323,204
60472,539,66
60473,2591,372
60475,656,70
60476,170,17
60477,2093,225
60478,2332,303
60480,335,33
60481,432,22
60482,595,92
60484,641,109
60487,1273,132
60490,1311,133
60491,918,133
60501,1055,266
60502,1019,93
60503,609,58
60504,2081,313
60505,6577,1827
60506,5171,976
60510,1336,89
60513,1608,157
60514,539,43
60515,1170,95
60516,1278,110
60517,1867,204
60520,119,9
60521,1092,182
60523,689,99
60525,2506,269
60526,1286,79
60527,2134,224
60532,1558,117
60534,925,162
60538,1737,287
60540,1846,125
60541,100,9
60542,1153,158
60543,1882,248
60544,1696,166
60545,933,144
60546,1837,156
60548,611,73
60551,111,23
60552,158,7
60554,544,38
60555,849,122
60558,638,44
60559,1700,303
60560,1057,92
60561,1275,112
60563,1934,177
60564,1666,143
60565,1547,178
60585,1023,87
60586,2759,329
60601,789,70
60602,160,15
60603,75,8
60604,127,21
60605,1691,175
60606,637,51
60607,2078,432
60608,6516,1577
60609,6036,1649
60610,2576,247
60611,2665,145
60612,4067,659
60613,2632,357
60614,4343,472
60615,3358,366
60616,4046,425
60617,7695,1070
60618,6536,1190
60619,7738,863
60620,7303,1062
60621,2999,512
60622,3651,601
60623,8810,3076
60624,3697,815
60625,5732,1306
60626,4551,929
60628,6260,989
60629,10564,3000
60630,4201,759
60631,3000,275
60632,8509,2835
60633,1777,255
60634,8113,1351
60636,3097,672
60637,4848,599
60638,5406,1033
60639,10176,3044
60640,4771,752
60641,6412,1370
60642,1291,144
60643,5142,675
60644,5337,1138
60645,4504,1019
60646,2514,364
60647,6082,1259
60649,5023,723
60651,6278,1618
60652,4030,861
60653,3773,502
60654,1105,136
60655,2857,260
60656,2273,263
60657,3902,323
60659,2891,707
60660,2390,403
60661,500,39
60706,2666,324
60707,4197,733
60712,913,149
60714,3096,739
60803,1554,238
60804,9331,2687
60805,1411,213
60827,2258,348
60901,3225,516
60911,67,9
60912,36,6
60913,63,6
60914,1564,148
60915,750,59
60919,26,6
60922,142,11
60927,210,47
60928,31,7
60930,22,6
60938,66,6
60940,143,6
60941,81,6
60950,869,78
60954,546,29
60955,77,12
60957,236,7
60958,122,21
60964,273,31
60970,296,12
61008,2239,388
61010,227,12
61011,97,9
61012,100,17
61016,315,33
61020,168,13
61021,1020,72
61032,1973,183
61036,271,11
61054,162,7
61061,209,10
61063,147,7
61064,113,10
61065,504,44
61068,1186,136
61071,286,31
61072,408,31
61073,786,54
61080,384,46
61081,544,71
61084,84,9
61088,254,10
61101,1972,273
61102,1616,227
61103,2201,240
61104,1464,249
61107,2357,203
61108,2270,321
61109,1996,239
61111,1361,96
61114,1115,91
61115,1191,100
61201,1401,186
