County,Tested,Positive_Cases,Deaths
Illinois,3106341,195399,7637
Adams,19886,542,5
Alexander,1198,37,0
Bond,3288,62,3
Boone,9271,766,23
Brown,1018,14,0
Bureau,4483,215,3
Calhoun,471,10,0
Carroll,1601,59,4
Cass,3200,231,11
Champaign,86634,1686,19
Chicago,743003,64129,2809
Christian,6478,143,4
Clark,2402,83,2
Clay,1735,23,0
Clinton,7201,411,17
Coles,12685,487,20
Cook,608551,47819,2119
Crawford,1654,29,0
Cumberland,2119,57,3
De Witt,2017,33,0
DeKalb,16951,938,30
Douglas,4306,122,2
DuPage,198866,12312,520
Edgar,1915,29,0
Edwards,428,18,0
Effingham,5733,162,1
Fayette,2734,67,3
Ford,2549,49,2
Franklin,5989,191,0
Fulton,5132,34,0
Gallatin,451,51,2
Greene,1786,58,0
Grundy,6797,326,5
Hamilton,798,29,0
Hancock,3264,62,1
Hardin,504,18,0
Henderson,637,13,0
Henry,9362,248,1
Iroquois,6318,265,11
Jackson,11296,722,19
Jasper,1454,59,7
Jefferson,5375,290,19
Jersey,2674,115,2
Jo Daviess,2988,127,1
Johnson,1485,69,0
Kane,107011,9803,305
Kankakee,30818,1787,68
Kendall,20942,1379,23
Knox,8501,303,1
Lake,159002,12741,446
LaSalle,17126,783,24
Lawrence,2414,50,0
Lee,4298,173,1
Livingston,5050,116,2
Logan,7508,122,0
Macon,19683,641,23
Macoupin,10623,181,3
Madison,43703,2634,76
Marion,5668,161,0
Marshall,1737,27,0
Mason,2489,53,0
Massac,1775,40,0
McDonough,4147,146,15
McHenry,46367,3218,114
McLean,31306,655,15
Menard,2794,56,0
Mercer,2441,76,4
Monroe,4365,318,13
Montgomery,7574,169,7
Morgan,8258,268,6
Moultrie,2203,74,0
Ogle,8397,411,5
Peoria,48164,1630,35
Perry,3480,184,1
Piatt,4210,63,0
Pike,1638,23,0
Pope,327,9,0
Pulaski,845,94,1
Putnam,533,13,0
Randolph,6436,470,7
Richland,2619,20,0
Rock Island,37112,1756,36
Saline,3638,132,2
Sangamon,61415,1274,33
Schuyler,1067,18,0
Scott,1083,21,0
Shelby,3668,80,1
St. Clair,47106,4028,161
Stark,1037,7,0
Stephenson,7373,330,6
Tazewell,31364,591,8
Unassigned,50726,58,0
Union,3698,324,23
Vermilion,14329,236,2
Wabash,1005,35,0
Warren,2216,191,0
Washington,1628,67,0
Wayne,1843,62,1
White,1659,69,0
Whiteside,8587,359,17
Will,130717,9315,344
Williamson,13215,409,6
Winnebago,56268,3784,131
Woodford,6306,152,3
